"","Team","Player","GoneDate","BackDate"
"437","LAKERS","Tarik Black",2016-12-20,2016-12-23
"438","SPURS"," Tony Parker",2016-12-23,2016-12-25
"439","SPURS","Manu Ginobili",2016-12-22,2016-12-25
"440","SPURS","Pau Gasol",2016-12-23,2016-12-25
"441","76ERS","Nik Stauskas",2016-12-23,2016-12-26
"442","BLAZERS","Evan Turner",2016-12-21,2016-12-26
"443","BUCKS","Michael Beasley",2016-12-23,2016-12-26
"444","BULLS","Michael Carter-Williams",2016-11-25,2016-12-26
"445","HAWKS","Dwight Howard",2016-12-19,2016-12-26
"446","HAWKS","Kyle Korver",2016-12-23,2016-12-26
"447","KINGS","Rudy Gay",2016-12-14,2016-12-26
"448","NETS","Isaiah Whitehead",2016-12-22,2016-12-26
"449","NETS","Trevor Booker",2016-12-23,2016-12-26
"450","PACERS","Rodney Stuckey",2016-12-15,2016-12-26
"451","PELICANS","Terrence Jones",2016-12-23,2016-12-26
"452","PISTONS","Michael Gbinije",2016-12-19,2016-12-26
"453","CELTICS","Jordan Mickey",2016-12-22,2016-12-27
"454","HEAT","Rodney McGruder",2016-12-19,2016-12-27
"455","HEAT","Wayne Ellington",2016-12-17,2016-12-27
"456","MAVERICKS","Andrew Bogut",2016-12-19,2016-12-27
"457","ROCKETS","Bobby Brown",2016-12-16,2016-12-27
"458","BUCKS","Steve Novak",2016-12-26,2016-12-28
"459","BULLS","Doug McDermott",2016-12-26,2016-12-28
"460","CLIPPERS","Chris Paul",2016-12-23,2016-12-28
"461","HAWKS","Tim Hardaway Jr.",2016-12-26,2016-12-28
"462","KINGS","Giorgios Papagiannis ",2016-11-06,2016-12-28
"463","KNICKS","Marshall Plumlee",2016-12-17,2016-12-28
"464","NETS","Spencer Dinwiddie",2016-12-26,2016-12-28
"465","PACERS","Monta Ellis",2016-12-12,2016-12-28
"466","PISTONS","Boban Marjanovic",2016-12-26,2016-12-28
"467","CAVALIERS","LeBron James",2016-12-26,2016-12-29
"468","CELTICS","James Young",2016-12-27,2016-12-29
"469","GRIZZLIES","Chandler Parsons",2016-12-27,2016-12-29
"470","GRIZZLIES","Wade Baldwin IV",2016-12-16,2016-12-29
"471","HEAT","Goran Dragic",2016-12-27,2016-12-29
"472","JAZZ","George Hill",2016-12-14,2016-12-29
"473","LAKERS","Ron Artest",2016-12-25,2016-12-29
"474","MAVERICKS","A.J. Hammons",2016-12-27,2016-12-29
"475","BUCKS","Mirza Teletovic",2016-12-26,2016-12-30
"476","CLIPPERS","J.J. Redick",2016-12-26,2016-12-30
"477","MAVERICKS","Dirk Nowitzki",2016-12-29,2016-12-30
"478","ROCKETS","Patrick Beverley",2016-12-27,2016-12-30
"479","WARRIORS","James McAdoo ",2016-12-23,2016-12-30
"480","WIZARDS","Daniel Ochefu",2016-12-28,2016-12-30
"481","KNICKS","Courtney Lee",2016-12-28,2016-12-30
"482","KNICKS","Maurice N'dour",2016-12-20,2016-12-30
"483","WARRIORS","Damian Jones",2016-12-15,2016-12-30
"484","GRIZZLIES","Mike Conley Jr.",2016-12-27,2016-12-31
"485","KNICKS","Maurice N'dour",2016-12-30,2016-12-31
"486","THUNDER","Victor Oladipo",2016-12-19,2016-12-31
"487","HORNETS","Aaron Harrison",2016-12-07,2016-12-31
"488","KNICKS","Marshall Plumlee",2016-12-30,2016-12-31
"489","KNICKS","Ron Baker",2016-12-30,2016-12-31
"490","LAKERS","Ivica Zubac",2016-12-29,2017-01-01
"492","PISTONS","Marcus Morris",2016-12-30,2017-01-01
"493","SPURS","Kawhi Leonard",2016-12-28,2017-01-01
"494","BULLS","Paul Zipser",2016-12-28,2017-01-02
"495","HORNETS","Christian Wood",2016-11-28,2017-01-02
"496","JAZZ","Alec Burks",2016-11-01,2017-01-02
"497","KNICKS","Courtney Lee",2016-12-30,2017-01-02
"498","KNICKS","Kyle O'Quinn",2016-12-31,2017-01-02
"499","MAGIC","Damjan Rudez",2016-12-31,2017-01-02
"500","NETS","Joe Harris",2016-12-28,2017-01-02
"501","NUGGETS","Alonzo Gee",2016-12-15,2017-01-02
"502","NUGGETS","Malik Beasley",2016-12-10,2017-01-02
"503","WARRIORS","Anderson Varejao",2016-12-30,2017-01-02
