"","Date_of_game","Team1","Team2","Pointspread","Score1","Score2","scorediff","Location"
"283","2016-11-21","CHARLOTTE HORNETS","MEMPHIS GRIZZLIES",-5.5,90,105,-15,"H"
"284","2016-11-23","CHARLOTTE HORNETS","SAN ANTONIO SPURS",5.5,114,119,-5,"H"
"285","2016-11-25","CHARLOTTE HORNETS","NEW YORK KNICKS",-1.5,111,113,-2,"V"
"286","2016-11-26","CHARLOTTE HORNETS","NEW YORK KNICKS",-6,107,102,5,"H"
"287","2016-11-28","CHARLOTTE HORNETS","MEMPHIS GRIZZLIES",-1,104,85,19,"V"
"288","2016-11-29","CHARLOTTE HORNETS","DETROIT PISTONS",-3.5,89,112,-23,"H"
"289","2016-12-01","CHARLOTTE HORNETS","DALLAS MAVERICKS",-11.5,97,87,10,"H"
"290","2016-12-03","CHARLOTTE HORNETS","MINNESOTA TIMBERWOLVES",-6.5,120,125,-5,"H"
"291","2016-12-05","CHARLOTTE HORNETS","DALLAS MAVERICKS",-4,109,101,8,"V"
"292","2016-12-07","CHARLOTTE HORNETS","DETROIT PISTONS",-5.5,87,77,10,"H"
"293","2016-12-09","CHARLOTTE HORNETS","ORLANDO MAGIC",-7,109,88,21,"H"
"294","2016-12-10","CHARLOTTE HORNETS","CLEVELAND CAVALIERS",7.5,105,116,-11,"V"
"295","2016-12-12","CHARLOTTE HORNETS","INDIANA PACERS",-1.5,94,110,-16,"V"
"296","2016-12-14","CHARLOTTE HORNETS","WASHINGTON WIZARDS",-1,106,109,-3,"V"
"297","2016-12-16","CHARLOTTE HORNETS","BOSTON CELTICS",6.5,88,96,-8,"V"
"298","2016-12-17","CHARLOTTE HORNETS","ATLANTA HAWKS",2.5,107,99,8,"V"
"299","2016-12-20","CHARLOTTE HORNETS","LOS ANGELES LAKERS",-8.5,117,113,4,"H"
"300","2016-12-23","CHARLOTTE HORNETS","CHICAGO BULLS",-4.5,103,91,12,"H"
"301","2016-12-26","CHARLOTTE HORNETS","BROOKLYN NETS",-6.5,118,120,-2,"V"
"302","2016-12-28","CHARLOTTE HORNETS","ORLANDO MAGIC",-4.5,120,101,19,"V"
"303","2016-12-29","CHARLOTTE HORNETS","MIAMI HEAT",-6.5,91,82,9,"H"
"304","2016-12-31","CHARLOTTE HORNETS","CLEVELAND CAVALIERS",2.5,109,121,-12,"H"
"305","2017-01-02","CHARLOTTE HORNETS","CHICAGO BULLS",-1.5,111,118,-7,"V"
"306","2017-01-04","CHARLOTTE HORNETS","OKLAHOMA CITY THUNDER",-2,123,112,11,"H"
"307","2017-01-05","CHARLOTTE HORNETS","DETROIT PISTONS",4.5,114,115,-1,"V"
"308","2017-01-07","CHARLOTTE HORNETS","SAN ANTONIO SPURS",11.5,85,102,-17,"V"
"309","2017-01-10","CHARLOTTE HORNETS","HOUSTON ROCKETS",9,114,121,-7,"V"
"310","2017-01-13","CHARLOTTE HORNETS","PHILADELPHIA 76ERS",-4.5,93,102,-9,"V"
"311","2017-01-16","CHARLOTTE HORNETS","BOSTON CELTICS",5.5,98,108,-10,"V"
"312","2017-01-18","CHARLOTTE HORNETS","PORTLAND TRAIL BLAZERS",-5.5,107,85,22,"H"
"313","2017-01-20","CHARLOTTE HORNETS","TORONTO RAPTORS",-1,113,78,35,"H"
"314","2017-01-21","CHARLOTTE HORNETS","BROOKLYN NETS",-12,112,105,7,"H"
"315","2017-01-23","CHARLOTTE HORNETS","WASHINGTON WIZARDS",-5.5,99,109,-10,"H"
"316","2017-01-25","CHARLOTTE HORNETS","GOLDEN STATE WARRIORS",10,103,113,-10,"H"
"317","2017-01-27","CHARLOTTE HORNETS","NEW YORK KNICKS",-1.5,107,110,-3,"V"
"318","2017-01-28","CHARLOTTE HORNETS","SACRAMENTO KINGS",-7.5,106,109,-3,"H"
"319","2017-01-31","CHARLOTTE HORNETS","PORTLAND TRAIL BLAZERS",3.5,98,115,-17,"V"
"320","2017-02-01","CHARLOTTE HORNETS","GOLDEN STATE WARRIORS",15,111,126,-15,"V"
"321","2017-02-04","CHARLOTTE HORNETS","UTAH JAZZ",8,98,105,-7,"V"
"322","2017-02-07","CHARLOTTE HORNETS","BROOKLYN NETS",-10.5,111,107,4,"H"
"323","2017-02-09","CHARLOTTE HORNETS","HOUSTON ROCKETS",3,95,107,-12,"H"
"324","2017-02-11","CHARLOTTE HORNETS","LOS ANGELES CLIPPERS",-2.5,102,107,-5,"H"
"325","2017-02-13","CHARLOTTE HORNETS","PHILADELPHIA 76ERS",-8,99,105,-6,"H"
"326","2017-02-15","CHARLOTTE HORNETS","TORONTO RAPTORS",6.5,85,90,-5,"V"
"327","2017-02-23","CHARLOTTE HORNETS","DETROIT PISTONS",4.5,108,114,-6,"V"
"328","2017-02-25","CHARLOTTE HORNETS","SACRAMENTO KINGS",-3.5,99,85,14,"V"
"329","2017-02-26","CHARLOTTE HORNETS","LOS ANGELES CLIPPERS",11,121,124,-3,"V"
"330","2017-02-28","CHARLOTTE HORNETS","LOS ANGELES LAKERS",-3.5,109,104,5,"V"
"331","2017-03-02","CHARLOTTE HORNETS","PHOENIX SUNS",-3.5,103,120,-17,"V"
"332","2017-03-04","CHARLOTTE HORNETS","DENVER NUGGETS",5.5,112,102,10,"V"
"333","2017-03-06","CHARLOTTE HORNETS","INDIANA PACERS",-4,100,88,12,"H"
"334","2017-03-08","CHARLOTTE HORNETS","MIAMI HEAT",4,101,108,-7,"V"
"335","2017-03-10","CHARLOTTE HORNETS","ORLANDO MAGIC",-9.5,121,81,40,"H"
"336","2017-03-11","CHARLOTTE HORNETS","NEW ORLEANS PELICANS",-3.5,122,125,-3,"H"
"337","2017-03-13","CHARLOTTE HORNETS","CHICAGO BULLS",-7.5,109,115,-6,"H"
"338","2017-03-15","CHARLOTTE HORNETS","INDIANA PACERS",3,77,98,-21,"V"
"339","2017-03-18","CHARLOTTE HORNETS","WASHINGTON WIZARDS",-3.5,98,93,5,"H"
"340","2017-03-20","CHARLOTTE HORNETS","ATLANTA HAWKS",-6,105,90,15,"H"
"341","2017-03-22","CHARLOTTE HORNETS","ORLANDO MAGIC",-5,109,102,7,"V"
"342","2017-03-24","CHARLOTTE HORNETS","CLEVELAND CAVALIERS",3.5,105,112,-7,"H"
"343","2017-03-26","CHARLOTTE HORNETS","PHOENIX SUNS",-12.5,120,106,14,"H"
"344","2017-03-28","CHARLOTTE HORNETS","MILWAUKEE BUCKS",-4,108,118,-10,"H"
"345","2017-03-29","CHARLOTTE HORNETS","TORONTO RAPTORS",5.5,110,106,4,"V"
"346","2017-03-31","CHARLOTTE HORNETS","DENVER NUGGETS",-2,122,114,8,"H"
"347","2017-04-02","CHARLOTTE HORNETS","OKLAHOMA CITY THUNDER",5,113,101,12,"V"
"348","2017-04-04","CHARLOTTE HORNETS","WASHINGTON WIZARDS",3,111,118,-7,"V"
"349","2017-04-05","CHARLOTTE HORNETS","MIAMI HEAT",-2.5,99,112,-13,"H"
"350","2017-04-08","CHARLOTTE HORNETS","BOSTON CELTICS",-1,114,121,-7,"H"
"351","2017-04-10","CHARLOTTE HORNETS","MILWAUKEE BUCKS",6.5,79,89,-10,"V"
"352","2017-04-11","CHARLOTTE HORNETS","ATLANTA HAWKS",8,76,103,-27,"V"
"353","2016-10-27","CHICAGO BULLS","BOSTON CELTICS",-1.5,105,99,6,"H"
"354","2016-10-29","CHICAGO BULLS","INDIANA PACERS",-3.5,118,101,17,"H"
"355","2016-10-31","CHICAGO BULLS","BROOKLYN NETS",-6.5,118,88,30,"V"
"356","2016-11-02","CHICAGO BULLS","BOSTON CELTICS",3,100,107,-7,"V"
"357","2016-11-04","CHICAGO BULLS","NEW YORK KNICKS",-7.5,104,117,-13,"H"
"358","2016-11-05","CHICAGO BULLS","INDIANA PACERS",3.5,94,111,-17,"V"
"359","2016-11-07","CHICAGO BULLS","ORLANDO MAGIC",-7,112,80,32,"H"
"360","2016-11-09","CHICAGO BULLS","ATLANTA HAWKS",3.5,107,115,-8,"V"
"361","2016-11-10","CHICAGO BULLS","MIAMI HEAT",1,98,95,3,"V"
"362","2016-11-12","CHICAGO BULLS","WASHINGTON WIZARDS",-10,106,95,11,"H"
"363","2016-11-15","CHICAGO BULLS","PORTLAND TRAIL BLAZERS",4,113,88,25,"V"
"364","2016-11-17","CHICAGO BULLS","UTAH JAZZ",3,85,77,8,"V"
"365","2016-11-19","CHICAGO BULLS","LOS ANGELES CLIPPERS",7.5,95,102,-7,"V"
"366","2016-11-20","CHICAGO BULLS","LOS ANGELES LAKERS",2.5,118,110,8,"V"
"367","2016-11-22","CHICAGO BULLS","DENVER NUGGETS",-2,107,110,-3,"V"
"368","2016-11-25","CHICAGO BULLS","PHILADELPHIA 76ERS",-9.5,105,89,16,"V"
"369","2016-11-30","CHICAGO BULLS","LOS ANGELES LAKERS",-10.5,90,96,-6,"H"
"370","2016-12-02","CHICAGO BULLS","CLEVELAND CAVALIERS",1.5,111,105,6,"H"
"371","2016-12-03","CHICAGO BULLS","DALLAS MAVERICKS",-3.5,82,107,-25,"V"
"372","2016-12-05","CHICAGO BULLS","PORTLAND TRAIL BLAZERS",-3.5,110,112,-2,"H"
"373","2016-12-06","CHICAGO BULLS","DETROIT PISTONS",5.5,91,102,-11,"V"
"374","2016-12-08","CHICAGO BULLS","SAN ANTONIO SPURS",3.5,95,91,4,"H"
"375","2016-12-10","CHICAGO BULLS","MIAMI HEAT",-9.5,105,100,5,"H"
"376","2016-12-13","CHICAGO BULLS","MINNESOTA TIMBERWOLVES",-6,94,99,-5,"H"
"377","2016-12-15","CHICAGO BULLS","MILWAUKEE BUCKS",1,97,108,-11,"V"
"378","2016-12-16","CHICAGO BULLS","MILWAUKEE BUCKS",-5.5,69,95,-26,"H"
"379","2016-12-19","CHICAGO BULLS","DETROIT PISTONS",-2.5,113,82,31,"H"
"380","2016-12-21","CHICAGO BULLS","WASHINGTON WIZARDS",-4,97,107,-10,"H"
"381","2016-12-23","CHICAGO BULLS","CHARLOTTE HORNETS",4.5,91,103,-12,"V"
"382","2016-12-25","CHICAGO BULLS","SAN ANTONIO SPURS",8.5,100,119,-19,"V"
"383","2016-12-26","CHICAGO BULLS","INDIANA PACERS",-2,90,85,5,"H"
"384","2016-12-28","CHICAGO BULLS","BROOKLYN NETS",-9.5,101,99,2,"H"
"385","2016-12-30","CHICAGO BULLS","INDIANA PACERS",4,101,111,-10,"V"
"386","2016-12-31","CHICAGO BULLS","MILWAUKEE BUCKS",-2.5,96,116,-20,"H"
"387","2017-01-02","CHICAGO BULLS","CHARLOTTE HORNETS",1.5,118,111,7,"H"
"388","2017-01-04","CHICAGO BULLS","CLEVELAND CAVALIERS",2.5,106,94,12,"V"
"389","2017-01-07","CHICAGO BULLS","TORONTO RAPTORS",2,123,118,5,"H"
"390","2017-01-09","CHICAGO BULLS","OKLAHOMA CITY THUNDER",1,94,109,-15,"H"
"391","2017-01-10","CHICAGO BULLS","WASHINGTON WIZARDS",11.5,99,101,-2,"V"
"392","2017-01-12","CHICAGO BULLS","NEW YORK KNICKS",3,89,104,-15,"V"
"393","2017-01-14","CHICAGO BULLS","NEW ORLEANS PELICANS",-3.5,107,99,8,"H"
"394","2017-01-15","CHICAGO BULLS","MEMPHIS GRIZZLIES",8,108,104,4,"V"
"395","2017-01-17","CHICAGO BULLS","DALLAS MAVERICKS",-4.5,98,99,-1,"H"
"396","2017-01-20","CHICAGO BULLS","ATLANTA HAWKS",4,93,102,-9,"V"
"397","2017-01-21","CHICAGO BULLS","SACRAMENTO KINGS",-6.5,102,99,3,"H"
"398","2017-01-24","CHICAGO BULLS","ORLANDO MAGIC",-3,100,92,8,"V"
"399","2017-01-25","CHICAGO BULLS","ATLANTA HAWKS",1.5,114,119,-5,"H"
"400","2017-01-27","CHICAGO BULLS","MIAMI HEAT",-7.5,88,100,-12,"H"
"401","2017-01-29","CHICAGO BULLS","PHILADELPHIA 76ERS",-7,121,108,13,"H"
"402","2017-02-01","CHICAGO BULLS","OKLAHOMA CITY THUNDER",3.5,128,100,28,"V"
"403","2017-02-03","CHICAGO BULLS","HOUSTON ROCKETS",8,117,121,-4,"V"
"404","2017-02-06","CHICAGO BULLS","SACRAMENTO KINGS",1.5,112,107,5,"V"
"405","2017-02-08","CHICAGO BULLS","GOLDEN STATE WARRIORS",17,92,123,-31,"V"
"406","2017-02-10","CHICAGO BULLS","PHOENIX SUNS",-2.5,97,115,-18,"V"
"407","2017-02-12","CHICAGO BULLS","MINNESOTA TIMBERWOLVES",7,89,117,-28,"V"
"408","2017-02-14","CHICAGO BULLS","TORONTO RAPTORS",4.5,105,94,11,"H"
"409","2017-02-16","CHICAGO BULLS","BOSTON CELTICS",1,104,103,1,"H"
"410","2017-02-24","CHICAGO BULLS","PHOENIX SUNS",-6,128,121,7,"H"
"411","2017-02-25","CHICAGO BULLS","CLEVELAND CAVALIERS",6,117,99,18,"V"
"412","2017-02-28","CHICAGO BULLS","DENVER NUGGETS",-2.5,107,125,-18,"H"
"413","2017-03-02","CHICAGO BULLS","GOLDEN STATE WARRIORS",7.5,94,87,7,"H"
"414","2017-03-04","CHICAGO BULLS","LOS ANGELES CLIPPERS",3,91,101,-10,"H"
"415","2017-03-06","CHICAGO BULLS","DETROIT PISTONS",5.5,95,109,-14,"V"
"416","2017-03-08","CHICAGO BULLS","ORLANDO MAGIC",-1,91,98,-7,"V"
"417","2017-03-10","CHICAGO BULLS","HOUSTON ROCKETS",6,94,115,-21,"H"
"418","2017-03-12","CHICAGO BULLS","BOSTON CELTICS",7.5,80,100,-20,"V"
"419","2017-03-13","CHICAGO BULLS","CHARLOTTE HORNETS",7.5,115,109,6,"V"
"420","2017-03-15","CHICAGO BULLS","MEMPHIS GRIZZLIES",2.5,91,98,-7,"H"
"421","2017-03-17","CHICAGO BULLS","WASHINGTON WIZARDS",7.5,107,112,-5,"V"
"422","2017-03-18","CHICAGO BULLS","UTAH JAZZ",6,95,86,9,"H"
"423","2017-03-21","CHICAGO BULLS","TORONTO RAPTORS",7.5,120,122,-2,"V"
"424","2017-03-22","CHICAGO BULLS","DETROIT PISTONS",1.5,117,95,22,"H"
"425","2017-03-24","CHICAGO BULLS","PHILADELPHIA 76ERS",-6.5,107,117,-10,"H"
"426","2017-03-26","CHICAGO BULLS","MILWAUKEE BUCKS",6.5,109,94,15,"V"
"427","2017-03-30","CHICAGO BULLS","CLEVELAND CAVALIERS",5.5,99,93,6,"H"
"428","2017-04-01","CHICAGO BULLS","ATLANTA HAWKS",-5,106,104,2,"H"
"429","2017-04-02","CHICAGO BULLS","NEW ORLEANS PELICANS",8.5,117,110,7,"V"
"430","2017-04-04","CHICAGO BULLS","NEW YORK KNICKS",-4.5,91,100,-9,"V"
"431","2017-04-06","CHICAGO BULLS","PHILADELPHIA 76ERS",-5.5,102,90,12,"V"
"432","2017-04-08","CHICAGO BULLS","BROOKLYN NETS",-3.5,106,107,-1,"V"
"433","2017-04-10","CHICAGO BULLS","ORLANDO MAGIC",-8,122,75,47,"H"
"434","2017-04-12","CHICAGO BULLS","BROOKLYN NETS",-14.5,112,73,39,"H"
"435","2017-04-16","CHICAGO BULLS","BOSTON CELTICS",7,106,102,4,"V"
"436","2017-04-18","CHICAGO BULLS","BOSTON CELTICS",7.5,111,97,14,"V"
"437","2017-04-21","CHICAGO BULLS","BOSTON CELTICS",2.5,87,104,-17,"H"
"438","2017-04-23","CHICAGO BULLS","BOSTON CELTICS",2,95,104,-9,"H"
"439","2017-04-26","CHICAGO BULLS","BOSTON CELTICS",7.5,97,108,-11,"V"
"440","2017-04-28","CHICAGO BULLS","BOSTON CELTICS",3,83,105,-22,"H"
"441","2016-10-25","CLEVELAND CAVALIERS","NEW YORK KNICKS",-9,117,88,29,"H"
"442","2016-10-28","CLEVELAND CAVALIERS","TORONTO RAPTORS",-2.5,94,91,3,"V"
"443","2016-10-29","CLEVELAND CAVALIERS","ORLANDO MAGIC",-11,105,99,6,"H"
"444","2016-11-01","CLEVELAND CAVALIERS","HOUSTON ROCKETS",-9,128,120,8,"H"
"445","2016-11-03","CLEVELAND CAVALIERS","BOSTON CELTICS",-10,128,122,6,"H"
"446","2016-11-05","CLEVELAND CAVALIERS","PHILADELPHIA 76ERS",-13,102,101,1,"V"
"447","2016-11-08","CLEVELAND CAVALIERS","ATLANTA HAWKS",-7.5,106,110,-4,"H"
"448","2016-11-11","CLEVELAND CAVALIERS","WASHINGTON WIZARDS",-7.5,105,94,11,"V"
"449","2016-11-13","CLEVELAND CAVALIERS","CHARLOTTE HORNETS",-7.5,100,93,7,"H"
"450","2016-11-15","CLEVELAND CAVALIERS","TORONTO RAPTORS",-6,121,117,4,"H"
"451","2016-11-16","CLEVELAND CAVALIERS","INDIANA PACERS",2,93,103,-10,"V"
"452","2016-11-18","CLEVELAND CAVALIERS","DETROIT PISTONS",-8.5,104,81,23,"H"
"453","2016-11-23","CLEVELAND CAVALIERS","PORTLAND TRAIL BLAZERS",-11.5,137,125,12,"H"
"454","2016-11-25","CLEVELAND CAVALIERS","DALLAS MAVERICKS",-13.5,128,90,38,"H"
"455","2016-11-27","CLEVELAND CAVALIERS","PHILADELPHIA 76ERS",-11,112,108,4,"V"
"456","2016-11-29","CLEVELAND CAVALIERS","MILWAUKEE BUCKS",-7.5,101,118,-17,"V"
"457","2016-12-01","CLEVELAND CAVALIERS","LOS ANGELES CLIPPERS",-4,94,113,-19,"H"
"458","2016-12-02","CLEVELAND CAVALIERS","CHICAGO BULLS",-1.5,105,111,-6,"V"
"459","2016-12-05","CLEVELAND CAVALIERS","TORONTO RAPTORS",1.5,116,112,4,"V"
"460","2016-12-07","CLEVELAND CAVALIERS","NEW YORK KNICKS",-8.5,126,94,32,"V"
"461","2016-12-09","CLEVELAND CAVALIERS","MIAMI HEAT",-12,114,84,30,"H"
"462","2016-12-10","CLEVELAND CAVALIERS","CHARLOTTE HORNETS",-7.5,116,105,11,"H"
"463","2016-12-13","CLEVELAND CAVALIERS","MEMPHIS GRIZZLIES",-14.5,103,86,17,"H"
"464","2016-12-14","CLEVELAND CAVALIERS","MEMPHIS GRIZZLIES",7,85,93,-8,"V"
"465","2016-12-17","CLEVELAND CAVALIERS","LOS ANGELES LAKERS",-15.5,119,108,11,"H"
"466","2016-12-20","CLEVELAND CAVALIERS","MILWAUKEE BUCKS",-3.5,114,108,6,"V"
"467","2016-12-21","CLEVELAND CAVALIERS","MILWAUKEE BUCKS",-6.5,113,102,11,"H"
"468","2016-12-23","CLEVELAND CAVALIERS","BROOKLYN NETS",-16.5,119,99,20,"H"
"469","2016-12-25","CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",3,109,108,1,"H"
"470","2016-12-26","CLEVELAND CAVALIERS","DETROIT PISTONS",5,90,106,-16,"V"
"471","2016-12-29","CLEVELAND CAVALIERS","BOSTON CELTICS",-6.5,124,118,6,"H"
"472","2016-12-31","CLEVELAND CAVALIERS","CHARLOTTE HORNETS",-2.5,121,109,12,"V"
"473","2017-01-02","CLEVELAND CAVALIERS","NEW ORLEANS PELICANS",-9,90,82,8,"H"
"474","2017-01-04","CLEVELAND CAVALIERS","CHICAGO BULLS",-2.5,94,106,-12,"H"
"475","2017-01-06","CLEVELAND CAVALIERS","BROOKLYN NETS",-13,116,108,8,"V"
"476","2017-01-08","CLEVELAND CAVALIERS","PHOENIX SUNS",-8.5,120,116,4,"V"
"477","2017-01-10","CLEVELAND CAVALIERS","UTAH JAZZ",-2,92,100,-8,"V"
"478","2017-01-11","CLEVELAND CAVALIERS","PORTLAND TRAIL BLAZERS",-4.5,86,102,-16,"V"
"479","2017-01-13","CLEVELAND CAVALIERS","SACRAMENTO KINGS",-6.5,120,108,12,"V"
"480","2017-01-16","CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",8.5,91,126,-35,"V"
"481","2017-01-19","CLEVELAND CAVALIERS","PHOENIX SUNS",-11.5,118,103,15,"H"
"482","2017-01-21","CLEVELAND CAVALIERS","SAN ANTONIO SPURS",-3.5,115,118,-3,"H"
"483","2017-01-23","CLEVELAND CAVALIERS","NEW ORLEANS PELICANS",-10,122,124,-2,"V"
"484","2017-01-25","CLEVELAND CAVALIERS","SACRAMENTO KINGS",-11,112,116,-4,"H"
"485","2017-01-27","CLEVELAND CAVALIERS","BROOKLYN NETS",-15.5,124,116,8,"H"
"486","2017-01-29","CLEVELAND CAVALIERS","OKLAHOMA CITY THUNDER",-7.5,107,91,16,"H"
"487","2017-01-30","CLEVELAND CAVALIERS","DALLAS MAVERICKS",-4.5,97,104,-7,"V"
"488","2017-02-01","CLEVELAND CAVALIERS","MINNESOTA TIMBERWOLVES",-6.5,125,97,28,"H"
"489","2017-02-04","CLEVELAND CAVALIERS","NEW YORK KNICKS",-4.5,111,104,7,"V"
"490","2017-02-06","CLEVELAND CAVALIERS","WASHINGTON WIZARDS",-1,140,135,5,"V"
"491","2017-02-08","CLEVELAND CAVALIERS","INDIANA PACERS",-3.5,132,117,15,"V"
"492","2017-02-09","CLEVELAND CAVALIERS","OKLAHOMA CITY THUNDER",1.5,109,118,-9,"V"
"493","2017-02-11","CLEVELAND CAVALIERS","DENVER NUGGETS",-11.5,125,109,16,"H"
"494","2017-02-14","CLEVELAND CAVALIERS","MINNESOTA TIMBERWOLVES",-4,116,108,8,"V"
"495","2017-02-15","CLEVELAND CAVALIERS","INDIANA PACERS",-6,113,104,9,"H"
"496","2017-02-23","CLEVELAND CAVALIERS","NEW YORK KNICKS",-10.5,119,104,15,"H"
"497","2017-02-25","CLEVELAND CAVALIERS","CHICAGO BULLS",-6,99,117,-18,"H"
"498","2017-02-27","CLEVELAND CAVALIERS","MILWAUKEE BUCKS",-10,102,95,7,"H"
"499","2017-03-01","CLEVELAND CAVALIERS","BOSTON CELTICS",1,99,103,-4,"V"
"500","2017-03-03","CLEVELAND CAVALIERS","ATLANTA HAWKS",-2.5,135,130,5,"V"
"501","2017-03-04","CLEVELAND CAVALIERS","MIAMI HEAT",8,92,120,-28,"V"
"502","2017-03-06","CLEVELAND CAVALIERS","MIAMI HEAT",-9.5,98,106,-8,"H"
"503","2017-03-09","CLEVELAND CAVALIERS","DETROIT PISTONS",-4.5,101,106,-5,"V"
"504","2017-03-11","CLEVELAND CAVALIERS","ORLANDO MAGIC",-8.5,116,104,12,"V"
"505","2017-03-12","CLEVELAND CAVALIERS","HOUSTON ROCKETS",7,112,117,-5,"V"
"506","2017-03-14","CLEVELAND CAVALIERS","DETROIT PISTONS",-7.5,128,96,32,"H"
"507","2017-03-16","CLEVELAND CAVALIERS","UTAH JAZZ",-7.5,91,83,8,"H"
"508","2017-03-18","CLEVELAND CAVALIERS","LOS ANGELES CLIPPERS",12.5,78,108,-30,"V"
"509","2017-03-19","CLEVELAND CAVALIERS","LOS ANGELES LAKERS",-11.5,125,120,5,"V"
"510","2017-03-22","CLEVELAND CAVALIERS","DENVER NUGGETS",-3,113,126,-13,"V"
"511","2017-03-24","CLEVELAND CAVALIERS","CHARLOTTE HORNETS",-3.5,112,105,7,"V"
"512","2017-03-25","CLEVELAND CAVALIERS","WASHINGTON WIZARDS",-6,115,127,-12,"H"
"513","2017-03-27","CLEVELAND CAVALIERS","SAN ANTONIO SPURS",5,74,103,-29,"V"
"514","2017-03-30","CLEVELAND CAVALIERS","CHICAGO BULLS",-5.5,93,99,-6,"V"
"515","2017-03-31","CLEVELAND CAVALIERS","PHILADELPHIA 76ERS",-12,122,105,17,"H"
"516","2017-04-02","CLEVELAND CAVALIERS","INDIANA PACERS",-8,135,130,5,"H"
"517","2017-04-04","CLEVELAND CAVALIERS","ORLANDO MAGIC",-11,122,102,20,"H"
"518","2017-04-05","CLEVELAND CAVALIERS","BOSTON CELTICS",4,114,91,23,"V"
"519","2017-04-07","CLEVELAND CAVALIERS","ATLANTA HAWKS",-14,100,114,-14,"H"
"520","2017-04-09","CLEVELAND CAVALIERS","ATLANTA HAWKS",-4.5,125,126,-1,"V"
"521","2017-04-10","CLEVELAND CAVALIERS","MIAMI HEAT",10.5,121,124,-3,"V"
"522","2017-04-12","CLEVELAND CAVALIERS","TORONTO RAPTORS",1.5,83,98,-15,"H"
"523","2017-04-15","CLEVELAND CAVALIERS","INDIANA PACERS",-8.5,109,108,1,"H"
"524","2017-04-17","CLEVELAND CAVALIERS","INDIANA PACERS",-8.5,117,111,6,"H"
"525","2017-04-20","CLEVELAND CAVALIERS","INDIANA PACERS",-2,119,114,5,"V"
"526","2017-04-23","CLEVELAND CAVALIERS","INDIANA PACERS",-3.5,106,102,4,"V"
"527","2017-05-01","CLEVELAND CAVALIERS","TORONTO RAPTORS",-6.5,116,105,11,"H"
"528","2017-05-03","CLEVELAND CAVALIERS","TORONTO RAPTORS",-7,125,103,22,"H"
"529","2017-05-05","CLEVELAND CAVALIERS","TORONTO RAPTORS",-3.5,115,94,21,"V"
"530","2017-05-07","CLEVELAND CAVALIERS","TORONTO RAPTORS",-6.5,109,102,7,"V"
"531","2017-05-17","CLEVELAND CAVALIERS","BOSTON CELTICS",-4.5,117,104,13,"V"
"532","2017-05-19","CLEVELAND CAVALIERS","BOSTON CELTICS",-5,130,86,44,"V"
"533","2017-05-21","CLEVELAND CAVALIERS","BOSTON CELTICS",-16.5,108,111,-3,"H"
"534","2017-05-23","CLEVELAND CAVALIERS","BOSTON CELTICS",-15.5,112,99,13,"H"
"535","2017-05-25","CLEVELAND CAVALIERS","BOSTON CELTICS",-9.5,135,102,33,"V"
"536","2017-06-01","CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",7.5,91,113,-22,"V"
"537","2017-06-04","CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",9,113,132,-19,"V"
"538","2017-06-07","CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",3.5,113,118,-5,"H"
"539","2017-06-09","CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",5.5,137,116,21,"H"
"540","2017-06-11","CLEVELAND CAVALIERS","GOLDEN STATE WARRIORS",8.5,120,129,-9,"V"
"541","2016-10-26","DALLAS MAVERICKS","INDIANA PACERS",5.5,121,130,-9,"V"
"542","2016-10-28","DALLAS MAVERICKS","HOUSTON ROCKETS",1,98,106,-8,"H"
"543","2016-10-30","DALLAS MAVERICKS","HOUSTON ROCKETS",4.5,92,93,-1,"V"
"544","2016-11-02","DALLAS MAVERICKS","UTAH JAZZ",3.5,81,97,-16,"V"
"545","2016-11-04","DALLAS MAVERICKS","PORTLAND TRAIL BLAZERS",2.5,95,105,-10,"H"
"546","2016-11-06","DALLAS MAVERICKS","MILWAUKEE BUCKS",-2.5,86,75,11,"H"
"547","2016-11-08","DALLAS MAVERICKS","LOS ANGELES LAKERS",4.5,109,97,12,"V"
"548","2016-11-09","DALLAS MAVERICKS","GOLDEN STATE WARRIORS",16.5,95,116,-21,"V"
"549","2016-11-14","DALLAS MAVERICKS","NEW YORK KNICKS",4,77,93,-16,"V"
"550","2016-11-16","DALLAS MAVERICKS","BOSTON CELTICS",6.5,83,90,-7,"V"
"551","2016-11-18","DALLAS MAVERICKS","MEMPHIS GRIZZLIES",3.5,64,80,-16,"H"
"552","2016-11-19","DALLAS MAVERICKS","ORLANDO MAGIC",7.5,87,95,-8,"V"
"553","2016-11-21","DALLAS MAVERICKS","SAN ANTONIO SPURS",16,91,96,-5,"V"
"554","2016-11-23","DALLAS MAVERICKS","LOS ANGELES CLIPPERS",10.5,104,124,-20,"H"
"555","2016-11-25","DALLAS MAVERICKS","CLEVELAND CAVALIERS",13.5,90,128,-38,"V"
"556","2016-11-27","DALLAS MAVERICKS","NEW ORLEANS PELICANS",5.5,91,81,10,"H"
"557","2016-11-30","DALLAS MAVERICKS","SAN ANTONIO SPURS",9,87,94,-7,"H"
