"","Date_of_game","Team1","Team2","Pointspread","Score1","Score2","scorediff","Location"
"2215","2017-02-15","SACRAMENTO KINGS","GOLDEN STATE WARRIORS",18.5,86,109,-23,"V"
"2216","2017-02-23","SACRAMENTO KINGS","DENVER NUGGETS",7,116,100,16,"H"
"2217","2017-02-25","SACRAMENTO KINGS","CHARLOTTE HORNETS",3.5,85,99,-14,"H"
"2218","2017-02-27","SACRAMENTO KINGS","MINNESOTA TIMBERWOLVES",4.5,88,102,-14,"H"
"2219","2017-03-01","SACRAMENTO KINGS","BROOKLYN NETS",-2.5,100,109,-9,"H"
"2220","2017-03-05","SACRAMENTO KINGS","UTAH JAZZ",10,109,110,-1,"H"
"2221","2017-03-06","SACRAMENTO KINGS","DENVER NUGGETS",12,96,108,-12,"V"
"2222","2017-03-08","SACRAMENTO KINGS","SAN ANTONIO SPURS",11.5,104,114,-10,"V"
"2223","2017-03-10","SACRAMENTO KINGS","WASHINGTON WIZARDS",8,122,130,-8,"H"
"2224","2017-03-11","SACRAMENTO KINGS","DENVER NUGGETS",5.5,92,105,-13,"H"
"2225","2017-03-13","SACRAMENTO KINGS","ORLANDO MAGIC",1.5,120,115,5,"H"
"2226","2017-03-15","SACRAMENTO KINGS","PHOENIX SUNS",5.5,107,101,6,"V"
"2227","2017-03-18","SACRAMENTO KINGS","OKLAHOMA CITY THUNDER",12.5,94,110,-16,"V"
"2228","2017-03-19","SACRAMENTO KINGS","SAN ANTONIO SPURS",14.5,102,118,-16,"V"
"2229","2017-03-22","SACRAMENTO KINGS","MILWAUKEE BUCKS",5,98,116,-18,"H"
"2230","2017-03-24","SACRAMENTO KINGS","GOLDEN STATE WARRIORS",17.5,100,114,-14,"V"
"2231","2017-03-26","SACRAMENTO KINGS","LOS ANGELES CLIPPERS",13,98,97,1,"V"
"2232","2017-03-27","SACRAMENTO KINGS","MEMPHIS GRIZZLIES",7,91,90,1,"H"
"2233","2017-03-29","SACRAMENTO KINGS","UTAH JAZZ",7.5,82,112,-30,"H"
"2234","2017-03-31","SACRAMENTO KINGS","NEW ORLEANS PELICANS",11.5,89,117,-28,"V"
"2235","2017-04-01","SACRAMENTO KINGS","MINNESOTA TIMBERWOLVES",12,123,117,6,"V"
"2236","2017-04-04","SACRAMENTO KINGS","DALLAS MAVERICKS",2,98,87,11,"H"
"2237","2017-04-07","SACRAMENTO KINGS","LOS ANGELES LAKERS",2.5,94,98,-4,"V"
"2238","2017-04-09","SACRAMENTO KINGS","HOUSTON ROCKETS",9,128,135,-7,"H"
"2239","2017-04-11","SACRAMENTO KINGS","PHOENIX SUNS",-4.5,129,104,25,"H"
"2240","2017-04-12","SACRAMENTO KINGS","LOS ANGELES CLIPPERS",17,95,115,-20,"V"
"2241","2016-10-25","SAN ANTONIO SPURS","GOLDEN STATE WARRIORS",8.5,129,100,29,"V"
"2242","2016-10-27","SAN ANTONIO SPURS","SACRAMENTO KINGS",-8.5,102,94,8,"V"
"2243","2016-10-29","SAN ANTONIO SPURS","NEW ORLEANS PELICANS",-14,98,79,19,"H"
"2244","2016-10-30","SAN ANTONIO SPURS","MIAMI HEAT",-6.5,106,99,7,"V"
"2245","2016-11-01","SAN ANTONIO SPURS","UTAH JAZZ",-10,91,106,-15,"H"
"2246","2016-11-04","SAN ANTONIO SPURS","UTAH JAZZ",-4,100,86,14,"V"
"2247","2016-11-05","SAN ANTONIO SPURS","LOS ANGELES CLIPPERS",-4.5,92,116,-24,"H"
"2248","2016-11-09","SAN ANTONIO SPURS","HOUSTON ROCKETS",-8.5,99,101,-2,"H"
"2249","2016-11-11","SAN ANTONIO SPURS","DETROIT PISTONS",-9,96,86,10,"H"
"2250","2016-11-12","SAN ANTONIO SPURS","HOUSTON ROCKETS",-1.5,106,100,6,"V"
"2251","2016-11-14","SAN ANTONIO SPURS","MIAMI HEAT",-11.5,94,90,4,"H"
"2252","2016-11-16","SAN ANTONIO SPURS","SACRAMENTO KINGS",-5.5,110,105,5,"V"
"2253","2016-11-18","SAN ANTONIO SPURS","LOS ANGELES LAKERS",-6.5,116,107,9,"V"
"2254","2016-11-21","SAN ANTONIO SPURS","DALLAS MAVERICKS",-16,96,91,5,"H"
"2255","2016-11-23","SAN ANTONIO SPURS","CHARLOTTE HORNETS",-5.5,119,114,5,"V"
"2256","2016-11-25","SAN ANTONIO SPURS","BOSTON CELTICS",-3.5,109,103,6,"V"
"2257","2016-11-26","SAN ANTONIO SPURS","WASHINGTON WIZARDS",-6,112,100,12,"V"
"2258","2016-11-29","SAN ANTONIO SPURS","ORLANDO MAGIC",-12.5,83,95,-12,"H"
"2259","2016-11-30","SAN ANTONIO SPURS","DALLAS MAVERICKS",-9,94,87,7,"V"
"2260","2016-12-02","SAN ANTONIO SPURS","WASHINGTON WIZARDS",-9.5,107,105,2,"H"
"2261","2016-12-05","SAN ANTONIO SPURS","MILWAUKEE BUCKS",-6.5,97,96,1,"V"
"2262","2016-12-06","SAN ANTONIO SPURS","MINNESOTA TIMBERWOLVES",-4,105,91,14,"V"
"2263","2016-12-08","SAN ANTONIO SPURS","CHICAGO BULLS",-3.5,91,95,-4,"V"
"2264","2016-12-10","SAN ANTONIO SPURS","BROOKLYN NETS",-15.5,130,101,29,"H"
"2265","2016-12-14","SAN ANTONIO SPURS","BOSTON CELTICS",-6,108,101,7,"H"
"2266","2016-12-15","SAN ANTONIO SPURS","PHOENIX SUNS",-8,107,92,15,"V"
"2267","2016-12-18","SAN ANTONIO SPURS","NEW ORLEANS PELICANS",-12,113,100,13,"H"
"2268","2016-12-20","SAN ANTONIO SPURS","HOUSTON ROCKETS",1,102,100,2,"V"
"2269","2016-12-22","SAN ANTONIO SPURS","LOS ANGELES CLIPPERS",-1.5,101,106,-5,"V"
"2270","2016-12-23","SAN ANTONIO SPURS","PORTLAND TRAIL BLAZERS",-2.5,110,90,20,"V"
"2271","2016-12-25","SAN ANTONIO SPURS","CHICAGO BULLS",-8.5,119,100,19,"H"
"2272","2016-12-28","SAN ANTONIO SPURS","PHOENIX SUNS",-11.5,119,98,21,"H"
"2273","2016-12-30","SAN ANTONIO SPURS","PORTLAND TRAIL BLAZERS",-10,110,94,16,"H"
"2274","2017-01-01","SAN ANTONIO SPURS","ATLANTA HAWKS",-5,112,114,-2,"V"
"2275","2017-01-03","SAN ANTONIO SPURS","TORONTO RAPTORS",-6,110,82,28,"H"
"2276","2017-01-05","SAN ANTONIO SPURS","DENVER NUGGETS",-7.5,127,99,28,"V"
"2277","2017-01-07","SAN ANTONIO SPURS","CHARLOTTE HORNETS",-11.5,102,85,17,"H"
"2278","2017-01-10","SAN ANTONIO SPURS","MILWAUKEE BUCKS",-9.5,107,109,-2,"H"
"2279","2017-01-12","SAN ANTONIO SPURS","LOS ANGELES LAKERS",-14,134,94,40,"H"
"2280","2017-01-14","SAN ANTONIO SPURS","PHOENIX SUNS",-12.5,105,108,-3,"N"
"2281","2017-01-17","SAN ANTONIO SPURS","MINNESOTA TIMBERWOLVES",-12,122,114,8,"H"
"2282","2017-01-19","SAN ANTONIO SPURS","DENVER NUGGETS",-12,118,104,14,"H"
"2283","2017-01-21","SAN ANTONIO SPURS","CLEVELAND CAVALIERS",3.5,118,115,3,"V"
"2284","2017-01-23","SAN ANTONIO SPURS","BROOKLYN NETS",-8.5,112,86,26,"V"
"2285","2017-01-24","SAN ANTONIO SPURS","TORONTO RAPTORS",2,108,106,2,"V"
"2286","2017-01-27","SAN ANTONIO SPURS","NEW ORLEANS PELICANS",-6,103,119,-16,"V"
"2287","2017-01-29","SAN ANTONIO SPURS","DALLAS MAVERICKS",-12.5,101,105,-4,"H"
"2288","2017-01-31","SAN ANTONIO SPURS","OKLAHOMA CITY THUNDER",-9.5,108,94,14,"H"
"2289","2017-02-02","SAN ANTONIO SPURS","PHILADELPHIA 76ERS",-17,102,86,16,"H"
"2290","2017-02-04","SAN ANTONIO SPURS","DENVER NUGGETS",-13,121,97,24,"H"
"2291","2017-02-06","SAN ANTONIO SPURS","MEMPHIS GRIZZLIES",1,74,89,-15,"V"
"2292","2017-02-08","SAN ANTONIO SPURS","PHILADELPHIA 76ERS",-12,111,103,8,"V"
"2293","2017-02-10","SAN ANTONIO SPURS","DETROIT PISTONS",-5,103,92,11,"V"
"2294","2017-02-12","SAN ANTONIO SPURS","NEW YORK KNICKS",-9,90,94,-4,"V"
"2295","2017-02-13","SAN ANTONIO SPURS","INDIANA PACERS",-4.5,110,106,4,"V"
"2296","2017-02-15","SAN ANTONIO SPURS","ORLANDO MAGIC",-10.5,107,79,28,"V"
"2297","2017-02-24","SAN ANTONIO SPURS","LOS ANGELES CLIPPERS",-3.5,105,97,8,"V"
"2298","2017-02-26","SAN ANTONIO SPURS","LOS ANGELES LAKERS",-12,119,98,21,"V"
"2299","2017-03-01","SAN ANTONIO SPURS","INDIANA PACERS",-10,100,99,1,"H"
"2300","2017-03-03","SAN ANTONIO SPURS","NEW ORLEANS PELICANS",-6.5,101,98,3,"V"
"2301","2017-03-04","SAN ANTONIO SPURS","MINNESOTA TIMBERWOLVES",-8,97,90,7,"H"
"2302","2017-03-06","SAN ANTONIO SPURS","HOUSTON ROCKETS",-3.5,112,110,2,"H"
"2303","2017-03-08","SAN ANTONIO SPURS","SACRAMENTO KINGS",-11.5,114,104,10,"H"
"2304","2017-03-09","SAN ANTONIO SPURS","OKLAHOMA CITY THUNDER",-3,92,102,-10,"V"
"2305","2017-03-11","SAN ANTONIO SPURS","GOLDEN STATE WARRIORS",-11,107,85,22,"H"
"2306","2017-03-13","SAN ANTONIO SPURS","ATLANTA HAWKS",-7,107,99,8,"H"
"2307","2017-03-15","SAN ANTONIO SPURS","PORTLAND TRAIL BLAZERS",-11.5,106,110,-4,"H"
"2308","2017-03-18","SAN ANTONIO SPURS","MEMPHIS GRIZZLIES",-3.5,96,104,-8,"V"
"2309","2017-03-19","SAN ANTONIO SPURS","SACRAMENTO KINGS",-14.5,118,102,16,"H"
"2310","2017-03-21","SAN ANTONIO SPURS","MINNESOTA TIMBERWOLVES",-5,100,93,7,"V"
"2311","2017-03-23","SAN ANTONIO SPURS","MEMPHIS GRIZZLIES",-8,97,90,7,"H"
"2312","2017-03-25","SAN ANTONIO SPURS","NEW YORK KNICKS",-15,106,98,8,"H"
"2313","2017-03-27","SAN ANTONIO SPURS","CLEVELAND CAVALIERS",-5,103,74,29,"H"
"2314","2017-03-29","SAN ANTONIO SPURS","GOLDEN STATE WARRIORS",-4.5,98,110,-12,"H"
"2315","2017-03-31","SAN ANTONIO SPURS","OKLAHOMA CITY THUNDER",-3,100,95,5,"V"
"2316","2017-04-02","SAN ANTONIO SPURS","UTAH JAZZ",-5.5,109,103,6,"H"
"2317","2017-04-04","SAN ANTONIO SPURS","MEMPHIS GRIZZLIES",-9,95,89,6,"H"
"2318","2017-04-05","SAN ANTONIO SPURS","LOS ANGELES LAKERS",-13.5,95,102,-7,"H"
"2319","2017-04-07","SAN ANTONIO SPURS","DALLAS MAVERICKS",5.5,102,89,13,"V"
"2320","2017-04-08","SAN ANTONIO SPURS","LOS ANGELES CLIPPERS",-1.5,87,98,-11,"H"
"2321","2017-04-10","SAN ANTONIO SPURS","PORTLAND TRAIL BLAZERS",-10.5,98,99,-1,"V"
"2322","2017-04-12","SAN ANTONIO SPURS","UTAH JAZZ",4,97,101,-4,"V"
"2323","2017-04-15","SAN ANTONIO SPURS","MEMPHIS GRIZZLIES",-9,111,82,29,"H"
"2324","2017-04-17","SAN ANTONIO SPURS","MEMPHIS GRIZZLIES",-10.5,96,82,14,"H"
"2325","2017-04-20","SAN ANTONIO SPURS","MEMPHIS GRIZZLIES",-3.5,94,105,-11,"V"
"2326","2017-04-22","SAN ANTONIO SPURS","MEMPHIS GRIZZLIES",-5,108,110,-2,"V"
"2327","2017-04-25","SAN ANTONIO SPURS","MEMPHIS GRIZZLIES",-10,116,103,13,"H"
"2328","2017-04-27","SAN ANTONIO SPURS","MEMPHIS GRIZZLIES",-5,103,96,7,"V"
"2329","2017-05-01","SAN ANTONIO SPURS","HOUSTON ROCKETS",-6,99,126,-27,"H"
"2330","2017-05-03","SAN ANTONIO SPURS","HOUSTON ROCKETS",-5.5,121,96,25,"H"
"2331","2017-05-05","SAN ANTONIO SPURS","HOUSTON ROCKETS",5,103,92,11,"V"
"2332","2017-05-07","SAN ANTONIO SPURS","HOUSTON ROCKETS",5.5,104,125,-21,"V"
"2333","2017-05-09","SAN ANTONIO SPURS","HOUSTON ROCKETS",-5.5,110,107,3,"H"
"2334","2017-05-11","SAN ANTONIO SPURS","HOUSTON ROCKETS",8.5,114,75,39,"V"
"2335","2017-05-14","SAN ANTONIO SPURS","GOLDEN STATE WARRIORS",10,111,113,-2,"V"
"2336","2017-05-16","SAN ANTONIO SPURS","GOLDEN STATE WARRIORS",13.5,100,136,-36,"V"
"2337","2017-05-20","SAN ANTONIO SPURS","GOLDEN STATE WARRIORS",9,108,120,-12,"H"
"2338","2017-05-22","SAN ANTONIO SPURS","GOLDEN STATE WARRIORS",11.5,115,129,-14,"H"
"2339","2016-10-26","TORONTO RAPTORS","DETROIT PISTONS",-7,109,91,18,"H"
"2340","2016-10-28","TORONTO RAPTORS","CLEVELAND CAVALIERS",2.5,91,94,-3,"H"
"2341","2016-10-31","TORONTO RAPTORS","DENVER NUGGETS",-7,105,102,3,"H"
"2342","2016-11-02","TORONTO RAPTORS","WASHINGTON WIZARDS",-1,113,103,10,"V"
"2343","2016-11-04","TORONTO RAPTORS","MIAMI HEAT",-7.5,96,87,9,"H"
"2344","2016-11-06","TORONTO RAPTORS","SACRAMENTO KINGS",-9,91,96,-5,"H"
"2345","2016-11-09","TORONTO RAPTORS","OKLAHOMA CITY THUNDER",3.5,112,102,10,"V"
"2346","2016-11-11","TORONTO RAPTORS","CHARLOTTE HORNETS",1,113,111,2,"V"
"2347","2016-11-12","TORONTO RAPTORS","NEW YORK KNICKS",-7.5,118,107,11,"H"
"2348","2016-11-15","TORONTO RAPTORS","CLEVELAND CAVALIERS",6,117,121,-4,"V"
"2349","2016-11-16","TORONTO RAPTORS","GOLDEN STATE WARRIORS",6,121,127,-6,"H"
"2350","2016-11-18","TORONTO RAPTORS","DENVER NUGGETS",-3.5,113,111,2,"V"
"2351","2016-11-20","TORONTO RAPTORS","SACRAMENTO KINGS",-3.5,99,102,-3,"V"
"2352","2016-11-21","TORONTO RAPTORS","LOS ANGELES CLIPPERS",8.5,115,123,-8,"V"
"2353","2016-11-23","TORONTO RAPTORS","HOUSTON ROCKETS",4,115,102,13,"V"
"2354","2016-11-25","TORONTO RAPTORS","MILWAUKEE BUCKS",-3.5,105,99,6,"V"
"2355","2016-11-28","TORONTO RAPTORS","PHILADELPHIA 76ERS",-15.5,122,95,27,"H"
"2356","2016-11-30","TORONTO RAPTORS","MEMPHIS GRIZZLIES",-13,120,105,15,"H"
"2357","2016-12-02","TORONTO RAPTORS","LOS ANGELES LAKERS",-9.5,113,80,33,"H"
"2358","2016-12-03","TORONTO RAPTORS","ATLANTA HAWKS",-8.5,128,84,44,"H"
"2359","2016-12-05","TORONTO RAPTORS","CLEVELAND CAVALIERS",-1.5,112,116,-4,"H"
"2360","2016-12-08","TORONTO RAPTORS","MINNESOTA TIMBERWOLVES",-9,124,110,14,"H"
"2361","2016-12-09","TORONTO RAPTORS","BOSTON CELTICS",1.5,101,94,7,"V"
"2362","2016-12-12","TORONTO RAPTORS","MILWAUKEE BUCKS",-8,122,100,22,"H"
"2363","2016-12-14","TORONTO RAPTORS","PHILADELPHIA 76ERS",-8,123,114,9,"V"
"2364","2016-12-16","TORONTO RAPTORS","ATLANTA HAWKS",-6.5,121,125,-4,"H"
"2365","2016-12-18","TORONTO RAPTORS","ORLANDO MAGIC",-5.5,109,79,30,"V"
"2366","2016-12-20","TORONTO RAPTORS","BROOKLYN NETS",-15,116,104,12,"H"
"2367","2016-12-23","TORONTO RAPTORS","UTAH JAZZ",-1.5,104,98,6,"V"
"2368","2016-12-26","TORONTO RAPTORS","PORTLAND TRAIL BLAZERS",-7.5,95,91,4,"V"
"2369","2016-12-28","TORONTO RAPTORS","GOLDEN STATE WARRIORS",9.5,111,121,-10,"V"
"2370","2016-12-29","TORONTO RAPTORS","PHOENIX SUNS",-9,91,99,-8,"V"
"2371","2017-01-01","TORONTO RAPTORS","LOS ANGELES LAKERS",-8.5,123,114,9,"V"
"2372","2017-01-03","TORONTO RAPTORS","SAN ANTONIO SPURS",6,82,110,-28,"V"
"2373","2017-01-05","TORONTO RAPTORS","UTAH JAZZ",-5,101,93,8,"H"
"2374","2017-01-07","TORONTO RAPTORS","CHICAGO BULLS",-2,118,123,-5,"V"
"2375","2017-01-08","TORONTO RAPTORS","HOUSTON ROCKETS",2.5,122,129,-7,"H"
"2376","2017-01-10","TORONTO RAPTORS","BOSTON CELTICS",-5.5,114,106,8,"H"
"2377","2017-01-13","TORONTO RAPTORS","BROOKLYN NETS",-15.5,132,113,19,"H"
"2378","2017-01-15","TORONTO RAPTORS","NEW YORK KNICKS",-10,116,101,15,"H"
"2379","2017-01-17","TORONTO RAPTORS","BROOKLYN NETS",-11.5,119,109,10,"V"
"2380","2017-01-18","TORONTO RAPTORS","PHILADELPHIA 76ERS",-5,89,94,-5,"V"
"2381","2017-01-20","TORONTO RAPTORS","CHARLOTTE HORNETS",1,78,113,-35,"V"
"2382","2017-01-22","TORONTO RAPTORS","PHOENIX SUNS",-12.5,103,115,-12,"H"
"2383","2017-01-24","TORONTO RAPTORS","SAN ANTONIO SPURS",-2,106,108,-2,"H"
"2384","2017-01-25","TORONTO RAPTORS","MEMPHIS GRIZZLIES",5,99,101,-2,"V"
"2385","2017-01-27","TORONTO RAPTORS","MILWAUKEE BUCKS",-6,102,86,16,"H"
"2386","2017-01-29","TORONTO RAPTORS","ORLANDO MAGIC",-11,113,114,-1,"H"
"2387","2017-01-31","TORONTO RAPTORS","NEW ORLEANS PELICANS",-7.5,108,106,2,"H"
"2388","2017-02-01","TORONTO RAPTORS","BOSTON CELTICS",6.5,104,109,-5,"V"
"2389","2017-02-03","TORONTO RAPTORS","ORLANDO MAGIC",-5.5,94,102,-8,"V"
"2390","2017-02-05","TORONTO RAPTORS","BROOKLYN NETS",-6.5,103,95,8,"V"
"2391","2017-02-06","TORONTO RAPTORS","LOS ANGELES CLIPPERS",-6.5,118,109,9,"H"
"2392","2017-02-08","TORONTO RAPTORS","MINNESOTA TIMBERWOLVES",-3.5,109,112,-3,"V"
"2393","2017-02-12","TORONTO RAPTORS","DETROIT PISTONS",-6.5,101,102,-1,"H"
"2394","2017-02-14","TORONTO RAPTORS","CHICAGO BULLS",-4.5,94,105,-11,"V"
"2395","2017-02-15","TORONTO RAPTORS","CHARLOTTE HORNETS",-6.5,90,85,5,"H"
"2396","2017-02-24","TORONTO RAPTORS","BOSTON CELTICS",-2,107,97,10,"H"
"2397","2017-02-26","TORONTO RAPTORS","PORTLAND TRAIL BLAZERS",-5.5,112,106,6,"H"
"2398","2017-02-27","TORONTO RAPTORS","NEW YORK KNICKS",-3.5,92,91,1,"V"
"2399","2017-03-01","TORONTO RAPTORS","WASHINGTON WIZARDS",-4.5,96,105,-9,"H"
"2400","2017-03-03","TORONTO RAPTORS","WASHINGTON WIZARDS",5,114,106,8,"V"
"2401","2017-03-04","TORONTO RAPTORS","MILWAUKEE BUCKS",-1,94,101,-7,"V"
"2402","2017-03-08","TORONTO RAPTORS","NEW ORLEANS PELICANS",3,94,87,7,"V"
"2403","2017-03-10","TORONTO RAPTORS","ATLANTA HAWKS",3,99,105,-6,"V"
"2404","2017-03-11","TORONTO RAPTORS","MIAMI HEAT",5.5,89,104,-15,"V"
"2405","2017-03-13","TORONTO RAPTORS","DALLAS MAVERICKS",-4.5,100,78,22,"H"
"2406","2017-03-16","TORONTO RAPTORS","OKLAHOMA CITY THUNDER",-2.5,102,123,-21,"H"
"2407","2017-03-17","TORONTO RAPTORS","DETROIT PISTONS",3.5,87,75,12,"V"
"2408","2017-03-19","TORONTO RAPTORS","INDIANA PACERS",-3,116,91,25,"H"
"2409","2017-03-21","TORONTO RAPTORS","CHICAGO BULLS",-7.5,122,120,2,"H"
"2410","2017-03-23","TORONTO RAPTORS","MIAMI HEAT",4,101,84,17,"V"
"2411","2017-03-25","TORONTO RAPTORS","DALLAS MAVERICKS",-1,94,86,8,"V"
"2412","2017-03-27","TORONTO RAPTORS","ORLANDO MAGIC",-7.5,131,112,19,"H"
"2413","2017-03-29","TORONTO RAPTORS","CHARLOTTE HORNETS",-5.5,106,110,-4,"H"
"2414","2017-03-31","TORONTO RAPTORS","INDIANA PACERS",-5,111,100,11,"H"
"2415","2017-04-02","TORONTO RAPTORS","PHILADELPHIA 76ERS",-11.5,113,105,8,"H"
"2416","2017-04-04","TORONTO RAPTORS","INDIANA PACERS",2.5,90,108,-18,"V"
"2417","2017-04-05","TORONTO RAPTORS","DETROIT PISTONS",-2,105,102,3,"V"
"2418","2017-04-07","TORONTO RAPTORS","MIAMI HEAT",-4.5,96,94,2,"H"
"2419","2017-04-09","TORONTO RAPTORS","NEW YORK KNICKS",-9,110,97,13,"V"
"2420","2017-04-12","TORONTO RAPTORS","CLEVELAND CAVALIERS",-1.5,98,83,15,"V"
"2421","2017-04-15","TORONTO RAPTORS","MILWAUKEE BUCKS",-7.5,83,97,-14,"H"
"2422","2017-04-18","TORONTO RAPTORS","MILWAUKEE BUCKS",-8,106,100,6,"H"
"2423","2017-04-20","TORONTO RAPTORS","MILWAUKEE BUCKS",2,77,104,-27,"V"
"2424","2017-04-22","TORONTO RAPTORS","MILWAUKEE BUCKS",2.5,87,76,11,"V"
"2425","2017-04-24","TORONTO RAPTORS","MILWAUKEE BUCKS",-6,118,93,25,"H"
"2426","2017-04-27","TORONTO RAPTORS","MILWAUKEE BUCKS",1.5,92,89,3,"V"
"2427","2017-05-01","TORONTO RAPTORS","CLEVELAND CAVALIERS",6.5,105,116,-11,"V"
"2428","2017-05-03","TORONTO RAPTORS","CLEVELAND CAVALIERS",7,103,125,-22,"V"
"2429","2017-05-05","TORONTO RAPTORS","CLEVELAND CAVALIERS",3.5,94,115,-21,"H"
"2430","2017-05-07","TORONTO RAPTORS","CLEVELAND CAVALIERS",6.5,102,109,-7,"H"
"2431","2016-10-25","UTAH JAZZ","PORTLAND TRAIL BLAZERS",5.5,104,113,-9,"V"
"2432","2016-10-28","UTAH JAZZ","LOS ANGELES LAKERS",-9,96,89,7,"H"
"2433","2016-10-30","UTAH JAZZ","LOS ANGELES CLIPPERS",7,75,88,-13,"V"
"2434","2016-11-01","UTAH JAZZ","SAN ANTONIO SPURS",10,106,91,15,"V"
"2435","2016-11-02","UTAH JAZZ","DALLAS MAVERICKS",-3.5,97,81,16,"H"
"2436","2016-11-04","UTAH JAZZ","SAN ANTONIO SPURS",4,86,100,-14,"H"
"2437","2016-11-06","UTAH JAZZ","NEW YORK KNICKS",-2.5,114,109,5,"V"
"2438","2016-11-07","UTAH JAZZ","PHILADELPHIA 76ERS",-6,109,84,25,"V"
"2439","2016-11-09","UTAH JAZZ","CHARLOTTE HORNETS",3,98,104,-6,"V"
"2440","2016-11-11","UTAH JAZZ","ORLANDO MAGIC",-4.5,87,74,13,"V"
"2441","2016-11-12","UTAH JAZZ","MIAMI HEAT",-1.5,102,91,11,"V"
"2442","2016-11-14","UTAH JAZZ","MEMPHIS GRIZZLIES",-6,96,102,-6,"H"
"2443","2016-11-17","UTAH JAZZ","CHICAGO BULLS",-3,77,85,-8,"H"
"2444","2016-11-19","UTAH JAZZ","HOUSTON ROCKETS",6.5,102,111,-9,"V"
"2445","2016-11-20","UTAH JAZZ","DENVER NUGGETS",3.5,91,105,-14,"V"
"2446","2016-11-23","UTAH JAZZ","DENVER NUGGETS",-7,108,83,25,"H"
"2447","2016-11-25","UTAH JAZZ","ATLANTA HAWKS",-3.5,95,68,27,"H"
"2448","2016-11-28","UTAH JAZZ","MINNESOTA TIMBERWOLVES",-2.5,112,103,9,"V"
"2449","2016-11-29","UTAH JAZZ","HOUSTON ROCKETS",1.5,120,101,19,"H"
"2450","2016-12-01","UTAH JAZZ","MIAMI HEAT",-7.5,110,111,-1,"H"
"2451","2016-12-03","UTAH JAZZ","DENVER NUGGETS",-7,105,98,7,"H"
"2452","2016-12-05","UTAH JAZZ","LOS ANGELES LAKERS",-4,107,101,6,"V"
"2453","2016-12-06","UTAH JAZZ","PHOENIX SUNS",-6.5,112,105,7,"H"
"2454","2016-12-08","UTAH JAZZ","GOLDEN STATE WARRIORS",11,99,106,-7,"H"
"2455","2016-12-10","UTAH JAZZ","SACRAMENTO KINGS",-5.5,104,84,20,"H"
"2456","2016-12-14","UTAH JAZZ","OKLAHOMA CITY THUNDER",-7.5,109,89,20,"H"
"2457","2016-12-16","UTAH JAZZ","DALLAS MAVERICKS",-11,103,100,3,"H"
"2458","2016-12-18","UTAH JAZZ","MEMPHIS GRIZZLIES",-1.5,82,73,9,"V"
"2459","2016-12-20","UTAH JAZZ","GOLDEN STATE WARRIORS",12,74,104,-30,"V"
"2460","2016-12-21","UTAH JAZZ","SACRAMENTO KINGS",-7.5,93,94,-1,"H"
"2461","2016-12-23","UTAH JAZZ","TORONTO RAPTORS",1.5,98,104,-6,"H"
"2462","2016-12-27","UTAH JAZZ","LOS ANGELES LAKERS",-5.5,102,100,2,"V"
"2463","2016-12-29","UTAH JAZZ","PHILADELPHIA 76ERS",-14.5,100,83,17,"H"
"2464","2016-12-31","UTAH JAZZ","PHOENIX SUNS",-11.5,91,86,5,"H"
"2465","2017-01-02","UTAH JAZZ","BROOKLYN NETS",-6.5,101,89,12,"V"
"2466","2017-01-03","UTAH JAZZ","BOSTON CELTICS",5.5,104,115,-11,"V"
"2467","2017-01-05","UTAH JAZZ","TORONTO RAPTORS",5,93,101,-8,"V"
"2468","2017-01-07","UTAH JAZZ","MINNESOTA TIMBERWOLVES",-3.5,94,92,2,"V"
"2469","2017-01-08","UTAH JAZZ","MEMPHIS GRIZZLIES",2.5,79,88,-9,"V"
"2470","2017-01-10","UTAH JAZZ","CLEVELAND CAVALIERS",2,100,92,8,"H"
"2471","2017-01-13","UTAH JAZZ","DETROIT PISTONS",-10.5,110,77,33,"H"
"2472","2017-01-14","UTAH JAZZ","ORLANDO MAGIC",-12,114,107,7,"H"
"2473","2017-01-16","UTAH JAZZ","PHOENIX SUNS",-6,106,101,5,"V"
"2474","2017-01-20","UTAH JAZZ","DALLAS MAVERICKS",-5.5,112,107,5,"V"
"2475","2017-01-21","UTAH JAZZ","INDIANA PACERS",-7,109,100,9,"H"
"2476","2017-01-23","UTAH JAZZ","OKLAHOMA CITY THUNDER",-5.5,95,97,-2,"H"
"2477","2017-01-24","UTAH JAZZ","DENVER NUGGETS",2,93,103,-10,"V"
"2478","2017-01-26","UTAH JAZZ","LOS ANGELES LAKERS",-13.5,96,88,8,"H"
"2479","2017-01-28","UTAH JAZZ","MEMPHIS GRIZZLIES",-7.5,95,102,-7,"H"
"2480","2017-02-01","UTAH JAZZ","MILWAUKEE BUCKS",-7.5,104,88,16,"H"
"2481","2017-02-04","UTAH JAZZ","CHARLOTTE HORNETS",-8,105,98,7,"H"
"2482","2017-02-06","UTAH JAZZ","ATLANTA HAWKS",0,120,95,25,"V"
"2483","2017-02-08","UTAH JAZZ","NEW ORLEANS PELICANS",-3.5,127,94,33,"V"
"2484","2017-02-09","UTAH JAZZ","DALLAS MAVERICKS",-2.5,105,112,-7,"V"
"2485","2017-02-11","UTAH JAZZ","BOSTON CELTICS",-6.5,104,112,-8,"H"
"2486","2017-02-13","UTAH JAZZ","LOS ANGELES CLIPPERS",-8.5,72,88,-16,"H"
