"","X.3","X.2","Rk","G","Date","X","Opp","W.L","Tm","Opp.1","TeamFG","TeamFGA","TeamFG.","Team3P","Team3PA","Team3P.","TeamFT","TeamFTA","TeamFT.","TeamORB","TeamTRB","TeamAST","TeamSTL","TeamBLK","TeamTOV","TeamPF","X.1","OppoFG","OppoFGA","OppoFG.","Oppo3P","Oppo3PA","Oppo3P.","OppoFT","OppoFTA","OppoFT.","OppoORB","OppoTRB","OppoAST","OppoSTL","OppoBLK","OppoTOV","OppoPF","Tm1","TPdiff","TRBdiff","FTdiff","ASTdiff","BLKdiff","TOVdiff"
"83",83,83,1,1,"2017-04-16","@","WASHINGTON WIZARDS","L",107,114,34,78,0.436,7,25,0.28,32,39,0.821,13,48,18,5,3,19,22,NA,45,100,0.45,8,28,0.286,16,17,0.941,15,42,28,8,9,12,25,"ATLANTA HAWKS",-1,6,16,-10,-6,7
"84",84,84,2,2,"2017-04-19","@","WASHINGTON WIZARDS","L",101,109,32,79,0.405,4,20,0.2,33,38,0.868,10,41,17,6,6,18,26,NA,39,86,0.453,7,22,0.318,24,33,0.727,11,43,22,10,10,11,29,"ATLANTA HAWKS",-3,-2,9,-5,-4,7
"85",85,85,3,3,"2017-04-22","","WASHINGTON WIZARDS","W",116,98,44,89,0.494,9,25,0.36,19,32,0.594,11,50,26,6,5,11,17,NA,37,89,0.416,7,29,0.241,17,20,0.85,6,42,16,6,4,15,28,"ATLANTA HAWKS",2,8,2,10,1,-4
"86",86,86,4,4,"2017-04-24","","WASHINGTON WIZARDS","W",111,101,40,90,0.444,12,31,0.387,19,25,0.76,12,49,24,7,1,12,20,NA,36,85,0.424,11,32,0.344,18,23,0.783,9,46,19,7,5,14,25,"ATLANTA HAWKS",1,3,1,5,-4,-2
"87",87,87,5,5,"2017-04-26","@","WASHINGTON WIZARDS","L",99,103,38,93,0.409,9,31,0.29,14,21,0.667,11,43,23,3,2,11,21,NA,37,82,0.451,7,24,0.292,22,27,0.815,9,42,21,8,10,6,20,"ATLANTA HAWKS",2,1,-8,2,-8,5
"88",88,88,6,6,"2017-04-28","","WASHINGTON WIZARDS","L",99,115,37,78,0.474,9,32,0.281,16,19,0.842,11,35,26,9,3,22,22,NA,42,78,0.538,10,24,0.417,21,25,0.84,8,33,21,16,7,16,22,"ATLANTA HAWKS",-1,2,-5,5,-4,6
"89",89,89,1,1,"2016-10-26","","BROOKLYN NETS","W",122,117,48,89,0.539,11,32,0.344,15,18,0.833,12,47,36,13,9,19,20,NA,43,97,0.443,15,44,0.341,16,20,0.8,15,44,22,8,3,16,19,"BOSTON CELTICS",-4,3,-1,14,6,3
"90",103,103,15,15,"2016-11-23","@","BROOKLYN NETS","W",111,92,45,98,0.459,15,38,0.395,6,8,0.75,12,51,26,13,6,13,22,NA,34,86,0.395,10,31,0.323,14,22,0.636,9,45,18,7,7,19,12,"BOSTON CELTICS",5,6,-8,8,-1,-6
"91",157,157,69,69,"2017-03-17","@","BROOKLYN NETS","W",98,95,34,85,0.4,7,29,0.241,23,29,0.793,8,51,20,7,6,12,23,NA,30,83,0.361,11,35,0.314,24,30,0.8,6,41,23,7,7,10,25,"BOSTON CELTICS",-4,10,-1,-3,-1,2
"92",169,169,81,81,"2017-04-10","","BROOKLYN NETS","W",114,105,41,91,0.451,14,38,0.368,18,21,0.857,9,51,31,7,4,13,23,NA,31,86,0.36,8,31,0.258,35,39,0.897,9,49,18,8,6,12,19,"BOSTON CELTICS",6,2,-17,13,-2,1
"93",91,91,3,3,"2016-10-29","@","CHARLOTTE HORNETS","W",104,98,39,81,0.481,15,31,0.484,11,17,0.647,4,42,25,4,6,13,26,NA,32,79,0.405,9,32,0.281,25,33,0.758,6,38,22,8,6,8,17,"BOSTON CELTICS",6,4,-14,3,0,5
"94",114,114,26,26,"2016-12-16","","CHARLOTTE HORNETS","W",96,88,34,78,0.436,9,28,0.321,19,26,0.731,5,46,26,7,8,13,15,NA,32,97,0.33,8,30,0.267,16,19,0.842,16,53,21,10,4,12,21,"BOSTON CELTICS",1,-7,3,5,4,1
"95",129,129,41,41,"2017-01-16","","CHARLOTTE HORNETS","W",108,98,42,84,0.5,15,39,0.385,9,10,0.9,8,44,29,6,3,12,11,NA,38,86,0.442,8,25,0.32,14,17,0.824,10,42,25,4,4,11,15,"BOSTON CELTICS",7,2,-5,4,-1,1
"96",168,168,80,80,"2017-04-08","@","CHARLOTTE HORNETS","W",121,114,45,87,0.517,17,39,0.436,14,17,0.824,5,43,35,2,5,9,19,NA,38,84,0.452,9,28,0.321,29,32,0.906,7,42,22,5,5,7,15,"BOSTON CELTICS",8,1,-15,13,0,2
"97",90,90,2,2,"2016-10-27","@","CHICAGO BULLS","L",99,105,38,76,0.5,8,23,0.348,15,24,0.625,3,36,22,6,6,11,25,NA,36,92,0.391,11,25,0.44,22,30,0.733,18,55,25,5,1,12,21,"BOSTON CELTICS",-3,-19,-7,-3,5,-1
"98",92,92,4,4,"2016-11-02","","CHICAGO BULLS","W",107,100,41,87,0.471,14,32,0.438,11,17,0.647,10,39,28,10,4,12,24,NA,35,81,0.432,7,20,0.35,23,31,0.742,15,49,21,7,7,19,19,"BOSTON CELTICS",7,-10,-12,7,-3,-7
"99",145,145,57,57,"2017-02-16","@","CHICAGO BULLS","L",103,104,36,77,0.468,14,37,0.378,17,20,0.85,4,31,24,2,4,7,18,NA,38,90,0.422,6,25,0.24,22,22,1,15,51,23,2,6,7,13,"BOSTON CELTICS",8,-20,-5,1,-2,0
"100",155,155,67,67,"2017-03-12","","CHICAGO BULLS","W",100,80,40,86,0.465,16,37,0.432,4,4,1,12,51,22,14,5,21,14,NA,33,87,0.379,7,25,0.28,7,9,0.778,12,40,18,13,3,17,10,"BOSTON CELTICS",9,11,-3,4,2,4
"101",171,171,1,1,"2017-04-16","","CHICAGO BULLS","L",102,106,37,86,0.43,14,38,0.368,14,19,0.737,12,36,27,9,4,15,20,NA,39,91,0.429,8,26,0.308,20,23,0.87,20,53,22,10,7,16,18,"BOSTON CELTICS",6,-17,-6,5,-3,-1
"102",172,172,2,2,"2017-04-18","","CHICAGO BULLS","L",97,111,38,82,0.463,10,33,0.303,11,19,0.579,11,38,26,6,4,16,17,NA,45,89,0.506,10,25,0.4,11,14,0.786,12,44,28,12,6,10,17,"BOSTON CELTICS",0,-6,0,-2,-2,6
"103",173,173,3,3,"2017-04-21","@","CHICAGO BULLS","W",104,87,41,86,0.477,17,37,0.459,5,7,0.714,7,37,34,11,2,12,12,NA,33,84,0.393,6,21,0.286,15,15,1,15,52,14,7,8,17,15,"BOSTON CELTICS",11,-15,-10,20,-6,-5
"104",174,174,4,4,"2017-04-23","@","CHICAGO BULLS","W",104,95,38,82,0.463,10,37,0.27,18,22,0.818,11,42,22,7,4,13,24,NA,32,76,0.421,5,24,0.208,26,33,0.788,12,44,19,5,3,12,23,"BOSTON CELTICS",5,-2,-8,3,1,1
"105",175,175,5,5,"2017-04-26","","CHICAGO BULLS","W",108,97,38,88,0.432,9,40,0.225,23,23,1,8,38,27,9,3,6,16,NA,37,74,0.5,9,26,0.346,14,17,0.824,5,42,24,4,5,16,21,"BOSTON CELTICS",0,-4,9,3,-2,-10
"106",176,176,6,6,"2017-04-28","@","CHICAGO BULLS","W",105,83,39,80,0.488,16,39,0.41,11,18,0.611,7,43,28,7,5,9,14,NA,32,81,0.395,4,19,0.211,15,17,0.882,11,45,13,5,2,13,16,"BOSTON CELTICS",12,-2,-4,15,3,-4
"107",93,93,5,5,"2016-11-03","@","CLEVELAND CAVALIERS","L",122,128,46,96,0.479,11,32,0.344,19,22,0.864,10,39,25,4,6,8,28,NA,41,84,0.488,14,34,0.412,32,37,0.865,7,42,24,6,6,8,19,"BOSTON CELTICS",-3,-3,-13,1,0,0
"108",121,121,33,33,"2016-12-29","@","CLEVELAND CAVALIERS","L",118,124,43,85,0.506,12,37,0.324,20,21,0.952,6,29,26,15,4,11,23,NA,43,83,0.518,14,38,0.368,24,33,0.727,13,46,29,7,3,18,16,"BOSTON CELTICS",-2,-17,-4,-3,1,-7
"109",149,149,61,61,"2017-03-01","","CLEVELAND CAVALIERS","W",103,99,36,78,0.462,13,31,0.419,18,23,0.783,8,47,28,4,6,12,21,NA,37,91,0.407,10,33,0.303,15,22,0.682,12,41,20,3,5,10,21,"BOSTON CELTICS",3,6,3,8,1,2
"110",166,166,78,78,"2017-04-05","","CLEVELAND CAVALIERS","L",91,114,33,81,0.407,7,33,0.212,18,29,0.621,8,38,21,6,4,12,18,NA,43,92,0.467,11,36,0.306,17,18,0.944,13,51,19,7,5,10,26,"BOSTON CELTICS",-4,-13,1,2,-1,2
"111",184,184,14,14,"2017-05-17","","CLEVELAND CAVALIERS","L",104,117,41,88,0.466,12,38,0.316,10,18,0.556,13,40,33,4,1,14,26,NA,39,81,0.481,11,31,0.355,28,35,0.8,12,44,21,9,2,8,17,"BOSTON CELTICS",1,-4,-18,12,-1,6
"112",185,185,15,15,"2017-05-19","","CLEVELAND CAVALIERS","L",86,130,32,86,0.372,8,27,0.296,14,15,0.933,10,39,23,7,4,20,19,NA,48,85,0.565,19,39,0.487,15,23,0.652,9,45,28,10,6,12,17,"BOSTON CELTICS",-11,-6,-1,-5,-2,8
"113",186,186,16,16,"2017-05-21","@","CLEVELAND CAVALIERS","W",111,108,42,91,0.462,18,40,0.45,9,12,0.75,11,38,28,10,3,9,23,NA,32,70,0.457,16,39,0.41,28,36,0.778,11,46,21,5,4,15,11,"BOSTON CELTICS",2,-8,-19,7,-1,-6
"114",187,187,17,17,"2017-05-23","@","CLEVELAND CAVALIERS","L",99,112,35,79,0.443,10,31,0.323,19,20,0.95,7,29,26,7,2,12,15,NA,44,74,0.595,10,22,0.455,14,17,0.824,4,37,23,5,4,14,16,"BOSTON CELTICS",0,-8,5,3,-2,-2
"115",188,188,18,18,"2017-05-25","","CLEVELAND CAVALIERS","L",102,135,37,86,0.43,11,30,0.367,17,23,0.739,12,39,20,7,5,18,23,NA,48,85,0.565,19,41,0.463,20,24,0.833,6,38,24,13,5,11,21,"BOSTON CELTICS",-8,1,-3,-4,0,7
"116",99,99,11,11,"2016-11-16","","DALLAS MAVERICKS","W",90,83,33,76,0.434,7,21,0.333,17,23,0.739,13,53,18,6,3,19,17,NA,34,83,0.41,8,23,0.348,7,10,0.7,5,32,16,9,3,9,19,"BOSTON CELTICS",-1,21,10,2,0,10
"117",143,143,55,55,"2017-02-13","@","DALLAS MAVERICKS","W",111,98,40,81,0.494,16,34,0.471,15,18,0.833,7,41,28,5,3,12,25,NA,35,77,0.455,9,27,0.333,19,25,0.76,4,37,21,7,2,12,16,"BOSTON CELTICS",7,4,-4,7,1,0
"118",94,94,6,6,"2016-11-06","","DENVER NUGGETS","L",107,123,41,90,0.456,8,25,0.32,17,21,0.81,11,39,31,3,4,11,24,NA,44,84,0.524,11,23,0.478,24,31,0.774,9,47,21,7,6,17,23,"BOSTON CELTICS",-3,-8,-7,10,-2,-6
"119",154,154,66,66,"2017-03-10","@","DENVER NUGGETS","L",99,119,34,81,0.42,12,33,0.364,19,23,0.826,9,34,19,11,2,18,23,NA,45,85,0.529,12,31,0.387,17,22,0.773,11,50,24,11,4,18,18,"BOSTON CELTICS",0,-16,2,-5,-2,0
"120",101,101,13,13,"2016-11-19","@","DETROIT PISTONS","W",94,92,33,82,0.402,12,31,0.387,16,17,0.941,9,46,22,3,7,8,13,NA,37,86,0.43,7,20,0.35,11,16,0.688,11,50,22,5,4,5,13,"BOSTON CELTICS",5,-4,5,0,3,3
"121",106,106,18,18,"2016-11-30","","DETROIT PISTONS","L",114,121,40,91,0.44,15,42,0.357,19,20,0.95,9,33,26,6,3,5,17,NA,48,87,0.552,9,20,0.45,16,21,0.762,13,52,28,4,8,11,19,"BOSTON CELTICS",6,-19,3,-2,-5,-6
"122",136,136,48,48,"2017-01-30","","DETROIT PISTONS","W",113,109,36,82,0.439,13,32,0.406,28,33,0.848,6,44,23,6,5,9,18,NA,43,97,0.443,3,27,0.111,20,29,0.69,12,51,18,6,7,7,23,"BOSTON CELTICS",10,-7,8,5,-2,2
"123",147,147,59,59,"2017-02-26","@","DETROIT PISTONS","W",104,98,34,85,0.4,12,35,0.343,24,30,0.8,9,52,22,9,1,14,26,NA,35,81,0.432,12,33,0.364,16,35,0.457,11,45,22,8,4,17,24,"BOSTON CELTICS",0,7,8,0,-3,-3
"124",100,100,12,12,"2016-11-18","","GOLDEN STATE WARRIORS","L",88,104,31,83,0.373,11,32,0.344,15,19,0.789,7,43,19,6,3,13,12,NA,44,90,0.489,9,28,0.321,7,12,0.583,9,50,33,10,7,11,20,"BOSTON CELTICS",2,-7,8,-14,-4,2
"125",153,153,65,65,"2017-03-08","@","GOLDEN STATE WARRIORS","W",99,86,37,84,0.44,10,29,0.345,15,19,0.789,9,45,28,12,1,12,10,NA,37,84,0.44,6,30,0.2,6,9,0.667,12,46,23,8,12,17,20,"BOSTON CELTICS",4,-1,9,5,-11,-5
"126",109,109,21,21,"2016-12-05","@","HOUSTON ROCKETS","L",106,107,42,99,0.424,11,32,0.344,11,12,0.917,10,42,27,7,4,11,20,NA,34,76,0.447,12,38,0.316,27,31,0.871,7,46,20,8,7,16,14,"BOSTON CELTICS",-1,-4,-16,7,-3,-5
"127",133,133,45,45,"2017-01-25","","HOUSTON ROCKETS","W",120,109,47,91,0.516,11,32,0.344,15,16,0.938,12,48,33,10,3,18,27,NA,36,77,0.468,10,31,0.323,27,38,0.711,6,30,28,8,5,17,18,"BOSTON CELTICS",1,18,-12,5,-2,1
"128",97,97,9,9,"2016-11-12","@","INDIANA PACERS","W",105,99,35,80,0.438,8,25,0.32,27,33,0.818,15,47,22,7,7,13,21,NA,36,86,0.419,6,27,0.222,21,28,0.75,11,40,17,9,9,13,22,"BOSTON CELTICS",2,7,6,5,-2,0
"129",117,117,29,29,"2016-12-22","@","INDIANA PACERS","W",109,102,38,92,0.413,10,39,0.256,23,27,0.852,9,44,19,10,2,10,27,NA,35,82,0.427,7,23,0.304,25,29,0.862,8,50,20,5,3,19,21,"BOSTON CELTICS",3,-6,-2,-1,-1,-9
"130",160,160,72,72,"2017-03-22","","INDIANA PACERS","W",109,100,43,84,0.512,11,27,0.407,12,14,0.857,10,43,27,5,2,16,17,NA,38,87,0.437,11,28,0.393,13,19,0.684,18,45,20,13,6,13,19,"BOSTON CELTICS",0,-2,-1,7,-4,3
"131",139,139,51,51,"2017-02-05","","LOS ANGELES CLIPPERS","W",107,102,37,88,0.42,16,52,0.308,17,20,0.85,9,45,24,9,3,11,21,NA,35,84,0.417,10,29,0.345,22,28,0.786,8,46,22,4,0,13,13,"BOSTON CELTICS",6,-1,-5,2,3,-2
"132",152,152,64,64,"2017-03-06","@","LOS ANGELES CLIPPERS","L",102,116,34,83,0.41,10,35,0.286,24,29,0.828,7,37,22,9,2,11,31,NA,39,73,0.534,9,20,0.45,29,47,0.617,8,47,23,7,5,13,24,"BOSTON CELTICS",1,-10,-5,-1,-3,-2
"133",138,138,50,50,"2017-02-03","","LOS ANGELES LAKERS","W",113,107,39,82,0.476,13,35,0.371,22,28,0.786,7,47,28,8,1,16,19,NA,37,94,0.394,14,38,0.368,19,26,0.731,15,52,24,9,3,12,23,"BOSTON CELTICS",-1,-5,3,4,-2,4
"134",150,150,62,62,"2017-03-03","@","LOS ANGELES LAKERS","W",115,95,43,84,0.512,10,33,0.303,19,25,0.76,6,46,30,7,2,18,17,NA,37,87,0.425,6,24,0.25,15,20,0.75,6,34,23,11,7,14,21,"BOSTON CELTICS",4,12,4,7,-5,4
"135",116,116,28,28,"2016-12-20","@","MEMPHIS GRIZZLIES","W",112,109,33,81,0.407,12,37,0.324,34,38,0.895,8,41,22,7,5,11,22,NA,38,94,0.404,12,30,0.4,21,26,0.808,17,52,23,10,3,13,30,"BOSTON CELTICS",0,-11,13,-1,2,-2
"136",120,120,32,32,"2016-12-27","","MEMPHIS GRIZZLIES","W",113,103,41,85,0.482,12,31,0.387,19,21,0.905,14,47,30,6,7,17,24,NA,37,88,0.42,9,30,0.3,20,29,0.69,13,37,22,14,5,11,18,"BOSTON CELTICS",3,10,-1,8,2,6
"137",105,105,17,17,"2016-11-28","@","MIAMI HEAT","W",112,104,40,83,0.482,11,27,0.407,21,26,0.808,6,40,26,4,3,9,27,NA,38,80,0.475,6,30,0.2,22,32,0.688,7,41,24,6,2,13,25,"BOSTON CELTICS",5,-1,-1,2,1,-4
"138",115,115,27,27,"2016-12-18","@","MIAMI HEAT","W",105,95,41,90,0.456,9,28,0.321,14,19,0.737,11,37,21,13,2,11,16,NA,36,69,0.522,9,24,0.375,14,25,0.56,6,41,23,7,5,23,20,"BOSTON CELTICS",0,-4,0,-2,-3,-12
"139",122,122,34,34,"2016-12-30","","MIAMI HEAT","W",117,114,38,74,0.514,17,32,0.531,24,29,0.828,5,30,28,6,2,13,11,NA,48,90,0.533,11,28,0.393,7,10,0.7,9,39,35,7,8,12,20,"BOSTON CELTICS",6,-9,17,-7,-6,1
"140",162,162,74,74,"2017-03-26","","MIAMI HEAT","W",112,108,41,77,0.532,8,24,0.333,22,25,0.88,8,35,32,8,3,16,19,NA,41,91,0.451,7,29,0.241,19,24,0.792,16,40,19,9,5,15,22,"BOSTON CELTICS",1,-5,3,13,-2,1
"141",135,135,47,47,"2017-01-28","@","MILWAUKEE BUCKS","W",112,108,37,89,0.416,14,41,0.341,24,30,0.8,9,44,26,6,7,13,23,NA,37,87,0.425,9,21,0.429,25,32,0.781,9,47,23,6,6,15,25,"BOSTON CELTICS",5,-3,-1,3,1,-2
"142",163,163,75,75,"2017-03-29","","MILWAUKEE BUCKS","L",100,103,35,88,0.398,12,37,0.324,18,23,0.783,15,42,24,8,3,16,18,NA,41,78,0.526,8,22,0.364,13,17,0.765,7,35,27,9,8,14,21,"BOSTON CELTICS",4,7,5,-3,-5,2
"143",170,170,82,82,"2017-04-12","","MILWAUKEE BUCKS","W",112,94,41,91,0.451,12,37,0.324,18,26,0.692,11,46,31,12,3,8,17,NA,37,84,0.44,6,23,0.261,14,17,0.824,9,43,26,6,9,17,20,"BOSTON CELTICS",6,3,4,5,-6,-9
"144",102,102,14,14,"2016-11-21","@","MINNESOTA TIMBERWOLVES","W",99,93,38,84,0.452,12,38,0.316,11,14,0.786,6,39,20,5,4,11,21,NA,36,86,0.419,4,24,0.167,17,25,0.68,16,51,23,5,4,15,19,"BOSTON CELTICS",8,-12,-6,-3,0,-4
"145",156,156,68,68,"2017-03-15","","MINNESOTA TIMBERWOLVES","W",117,104,43,79,0.544,13,33,0.394,18,21,0.857,5,37,34,2,5,10,16,NA,40,91,0.44,8,27,0.296,16,20,0.8,15,42,26,4,1,8,21,"BOSTON CELTICS",5,-5,2,8,4,2
"146",98,98,10,10,"2016-11-14","@","NEW ORLEANS PELICANS","L",105,106,38,95,0.4,12,41,0.293,17,20,0.85,11,44,19,9,0,10,27,NA,35,79,0.443,6,21,0.286,30,36,0.833,8,46,16,9,4,16,17,"BOSTON CELTICS",6,-2,-13,3,-4,-6
"147",125,125,37,37,"2017-01-07","","NEW ORLEANS PELICANS","W",117,108,40,93,0.43,18,36,0.5,19,21,0.905,15,47,26,6,5,10,22,NA,40,85,0.471,10,31,0.323,18,23,0.783,9,42,22,7,7,11,20,"BOSTON CELTICS",8,5,1,4,-2,-1
"148",96,96,8,8,"2016-11-11","","NEW YORK KNICKS","W",115,87,35,90,0.389,11,27,0.407,34,43,0.791,19,53,23,16,3,15,18,NA,33,94,0.351,6,23,0.261,15,17,0.882,21,57,19,7,11,25,26,"BOSTON CELTICS",5,-4,19,4,-8,-10
"149",119,119,31,31,"2016-12-25","@","NEW YORK KNICKS","W",119,114,45,93,0.484,14,36,0.389,15,20,0.75,12,39,25,10,2,5,20,NA,41,87,0.471,8,23,0.348,24,27,0.889,17,49,11,5,6,17,23,"BOSTON CELTICS",6,-10,-9,14,-4,-12
"150",130,130,42,42,"2017-01-18","","NEW YORK KNICKS","L",106,117,35,91,0.385,9,33,0.273,27,29,0.931,9,33,25,8,8,3,15,NA,46,91,0.505,10,25,0.4,15,18,0.833,18,57,27,2,8,14,24,"BOSTON CELTICS",-1,-24,12,-2,0,-11
"151",165,165,77,77,"2017-04-02","@","NEW YORK KNICKS","W",110,94,40,72,0.556,12,37,0.324,18,26,0.692,5,41,22,8,3,17,25,NA,33,85,0.388,7,25,0.28,21,25,0.84,8,32,20,12,2,11,20,"BOSTON CELTICS",5,9,-3,2,1,6
"152",112,112,24,24,"2016-12-11","@","OKLAHOMA CITY THUNDER","L",96,99,40,90,0.444,11,32,0.344,5,8,0.625,12,40,28,9,4,13,22,NA,41,83,0.494,3,21,0.143,14,27,0.519,15,49,17,9,7,12,9,"BOSTON CELTICS",8,-9,-9,11,-3,1
"153",118,118,30,30,"2016-12-23","","OKLAHOMA CITY THUNDER","L",112,117,41,93,0.441,9,28,0.321,21,26,0.808,10,39,29,8,2,12,29,NA,41,80,0.513,11,26,0.423,24,36,0.667,10,44,27,5,6,13,21,"BOSTON CELTICS",-2,-5,-3,2,-4,-1
"154",110,110,22,22,"2016-12-07","@","ORLANDO MAGIC","W",117,87,43,84,0.512,7,26,0.269,24,29,0.828,11,49,29,7,4,10,19,NA,30,81,0.37,11,26,0.423,16,24,0.667,8,37,20,7,1,12,26,"BOSTON CELTICS",-4,12,8,9,3,-2
"155",134,134,46,46,"2017-01-27","","ORLANDO MAGIC","W",128,98,50,89,0.562,16,34,0.471,12,15,0.8,7,47,39,8,5,10,17,NA,38,87,0.437,9,25,0.36,13,18,0.722,7,38,29,7,2,11,15,"BOSTON CELTICS",7,9,-1,10,3,-1
"156",164,164,76,76,"2017-03-31","","ORLANDO MAGIC","W",117,116,38,84,0.452,12,33,0.364,29,34,0.853,5,45,27,6,5,11,18,NA,40,98,0.408,12,30,0.4,24,25,0.96,11,48,28,9,4,9,21,"BOSTON CELTICS",0,-3,5,-1,1,2
"157",108,108,20,20,"2016-12-03","@","PHILADELPHIA 76ERS","W",107,106,38,76,0.5,8,26,0.308,23,29,0.793,6,37,22,5,3,10,21,NA,35,76,0.461,15,33,0.455,21,26,0.808,8,38,20,5,3,15,23,"BOSTON CELTICS",-7,-1,2,2,0,-5
"158",124,124,36,36,"2017-01-06","","PHILADELPHIA 76ERS","W",110,106,35,87,0.402,19,40,0.475,21,25,0.84,12,42,28,6,11,17,22,NA,37,79,0.468,9,28,0.321,23,26,0.885,4,41,30,9,11,15,23,"BOSTON CELTICS",10,1,-2,-2,0,2
"159",144,144,56,56,"2017-02-15","","PHILADELPHIA 76ERS","W",116,108,38,80,0.475,13,28,0.464,27,36,0.75,6,39,21,13,4,22,18,NA,44,93,0.473,8,31,0.258,12,18,0.667,12,47,23,16,5,22,23,"BOSTON CELTICS",5,-8,15,-2,-1,0
"160",158,158,70,70,"2017-03-19","@","PHILADELPHIA 76ERS","L",99,105,34,84,0.405,6,29,0.207,25,29,0.862,8,41,27,8,5,17,15,NA,41,88,0.466,12,33,0.364,11,15,0.733,8,43,29,9,7,15,23,"BOSTON CELTICS",-6,-2,14,-2,-2,2
"161",151,151,63,63,"2017-03-05","@","PHOENIX SUNS","L",106,109,32,85,0.376,13,37,0.351,29,40,0.725,14,54,19,6,6,12,28,NA,42,94,0.447,4,20,0.2,21,26,0.808,10,50,16,7,10,11,29,"BOSTON CELTICS",9,4,8,3,-4,1
"162",161,161,73,73,"2017-03-24","","PHOENIX SUNS","W",130,120,44,94,0.468,14,41,0.341,28,35,0.8,12,50,31,8,5,15,32,NA,39,86,0.453,6,19,0.316,36,49,0.735,10,49,23,9,3,13,30,"BOSTON CELTICS",8,1,-8,8,2,2
"163",131,131,43,43,"2017-01-21","","PORTLAND TRAIL BLAZERS","L",123,127,42,92,0.457,13,35,0.371,26,31,0.839,14,47,26,6,2,21,29,NA,43,92,0.467,10,25,0.4,31,36,0.861,9,37,26,12,4,14,26,"BOSTON CELTICS",3,10,-5,0,-2,7
"164",141,141,53,53,"2017-02-09","@","PORTLAND TRAIL BLAZERS","W",120,111,44,91,0.484,10,30,0.333,22,27,0.815,14,43,23,8,1,8,21,NA,39,77,0.506,9,26,0.346,24,31,0.774,10,41,23,4,6,15,23,"BOSTON CELTICS",1,2,-2,0,-5,-7
"165",107,107,19,19,"2016-12-02","","SACRAMENTO KINGS","W",97,92,36,88,0.409,11,28,0.393,14,15,0.933,11,45,25,10,9,13,22,NA,33,88,0.375,6,26,0.231,20,25,0.8,14,51,22,9,10,14,16,"BOSTON CELTICS",5,-6,-6,3,-1,-1
"166",140,140,52,52,"2017-02-08","@","SACRAMENTO KINGS","L",92,108,29,73,0.397,10,32,0.313,24,27,0.889,7,39,18,8,2,17,19,NA,42,84,0.5,10,25,0.4,14,15,0.933,4,40,24,11,1,14,18,"BOSTON CELTICS",0,-1,10,-6,1,3
"167",104,104,16,16,"2016-11-25","","SAN ANTONIO SPURS","L",103,109,42,91,0.462,12,34,0.353,7,9,0.778,8,36,32,8,4,10,21,NA,38,81,0.469,11,24,0.458,22,25,0.88,13,45,24,4,8,16,12,"BOSTON CELTICS",1,-9,-15,8,-4,-6
"168",113,113,25,25,"2016-12-14","@","SAN ANTONIO SPURS","L",101,108,37,84,0.44,10,31,0.323,17,20,0.85,8,35,25,12,3,12,13,NA,44,80,0.55,8,22,0.364,12,14,0.857,5,38,33,9,3,16,17,"BOSTON CELTICS",2,-3,5,-8,0,-4
"169",111,111,23,23,"2016-12-09","","TORONTO RAPTORS","L",94,101,31,83,0.373,17,42,0.405,15,22,0.682,8,46,24,5,4,13,18,NA,34,82,0.415,9,20,0.45,24,27,0.889,8,50,12,9,2,11,22,"BOSTON CELTICS",8,-4,-9,12,2,2
"170",126,126,38,38,"2017-01-10","@","TORONTO RAPTORS","L",106,114,40,85,0.471,9,27,0.333,17,20,0.85,6,33,21,7,3,14,20,NA,41,87,0.471,10,22,0.455,22,27,0.815,17,50,17,9,7,17,21,"BOSTON CELTICS",-1,-17,-5,4,-4,-3
"171",137,137,49,49,"2017-02-01","","TORONTO RAPTORS","W",109,104,36,87,0.414,12,36,0.333,25,30,0.833,12,39,24,6,2,9,21,NA,41,78,0.526,8,31,0.258,14,25,0.56,8,41,17,6,5,15,29,"BOSTON CELTICS",4,-2,11,7,-3,-6
"172",146,146,58,58,"2017-02-24","@","TORONTO RAPTORS","L",97,107,33,78,0.423,12,38,0.316,19,22,0.864,7,36,19,4,3,11,21,NA,40,81,0.494,5,15,0.333,22,29,0.759,10,41,15,7,4,9,21,"BOSTON CELTICS",7,-5,-3,4,-1,2
"173",123,123,35,35,"2017-01-03","","UTAH JAZZ","W",115,104,41,74,0.554,17,31,0.548,16,17,0.941,4,32,31,5,6,13,22,NA,38,82,0.463,11,26,0.423,17,21,0.81,8,35,27,7,3,10,17,"BOSTON CELTICS",6,-3,-1,4,3,3
"174",142,142,54,54,"2017-02-11","@","UTAH JAZZ","W",112,104,42,71,0.592,13,30,0.433,15,23,0.652,3,37,20,6,4,16,24,NA,35,86,0.407,8,31,0.258,26,30,0.867,13,39,16,9,2,9,19,"BOSTON CELTICS",5,-2,-11,4,2,7
"175",95,95,7,7,"2016-11-09","@","WASHINGTON WIZARDS","L",93,118,35,81,0.432,10,31,0.323,13,22,0.591,7,31,21,5,4,11,19,NA,46,92,0.5,10,21,0.476,16,20,0.8,19,54,29,9,7,11,26,"BOSTON CELTICS",0,-23,-3,-8,-3,0
"176",127,127,39,39,"2017-01-11","","WASHINGTON WIZARDS","W",117,108,43,85,0.506,17,41,0.415,14,18,0.778,10,45,20,5,7,14,10,NA,45,105,0.429,10,26,0.385,8,12,0.667,16,44,28,10,3,7,13,"BOSTON CELTICS",7,1,6,-8,4,7
