,Rk,G,Date,X,Opp,W.L,Tm,Opp.1,TeamFG,TeamFGA,TeamFG.,Team3P,Team3PA,Team3P.,TeamFT,TeamFTA,TeamFT.,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,X.1,OppoFG,OppoFGA,OppoFG.,Oppo3P,Oppo3PA,Oppo3P.,OppoFT,OppoFTA,OppoFT.,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF,Tm1
2019,29,29,2016/12/21,,HOU,L,111,125,44,93,0.473,9,25,0.36,14,20,0.7,14,44,20,7,6,8,23,NA,46,86,0.535,18,38,0.474,15,26,0.577,9,37,30,4,8,11,22,PHO
2020,30,30,2016/12/23,,PHI,W,123,116,42,79,0.532,12,26,0.462,27,37,0.73,11,43,25,7,6,20,24,NA,42,83,0.506,13,31,0.419,19,22,0.864,8,28,23,7,6,19,31,PHO
2021,31,31,2016/12/26,@,HOU,L,115,131,43,101,0.426,7,30,0.233,22,27,0.815,16,53,17,14,6,17,25,NA,46,92,0.5,15,43,0.349,24,30,0.8,10,47,28,11,4,20,22,PHO
2022,32,32,2016/12/28,@,SAS,L,98,119,36,74,0.486,7,16,0.438,19,24,0.792,7,33,20,11,4,21,25,NA,47,87,0.54,5,17,0.294,20,25,0.8,16,46,20,11,7,16,20,PHO
2023,33,33,2016/12/29,,TOR,W,99,91,37,83,0.446,9,21,0.429,16,23,0.696,12,47,20,10,4,20,28,NA,30,75,0.4,7,27,0.259,24,29,0.828,9,43,10,12,5,18,24,PHO
2024,34,34,2016/12/31,@,UTA,L,86,91,36,87,0.414,7,17,0.412,7,10,0.7,9,41,9,6,2,9,21,NA,35,73,0.479,8,20,0.4,13,20,0.65,6,46,17,3,4,15,16,PHO
2025,35,35,2017/1/2,@,LAC,L,98,109,39,102,0.382,2,15,0.133,18,22,0.818,19,48,22,11,4,12,29,NA,37,80,0.463,7,16,0.438,28,38,0.737,12,51,17,1,11,19,21,PHO
2026,36,36,2017/1/3,,MIA,W,99,90,36,77,0.468,9,23,0.391,18,22,0.818,13,49,21,7,7,18,23,NA,36,91,0.396,6,23,0.261,12,16,0.75,15,43,18,8,4,12,23,PHO
2027,37,37,2017/1/5,@,DAL,W,102,95,38,85,0.447,7,17,0.412,19,22,0.864,18,53,15,4,3,15,21,NA,36,79,0.456,9,29,0.31,14,17,0.824,7,31,18,6,7,10,20,PHO
2028,38,38,2017/1/8,,CLE,L,116,120,46,87,0.529,9,27,0.333,15,19,0.789,13,36,23,12,7,14,19,NA,44,82,0.537,15,34,0.441,17,19,0.895,13,38,15,8,5,20,12,PHO
2029,39,39,2017/1/12,,DAL,L,108,113,38,78,0.487,10,18,0.556,22,27,0.815,13,47,15,2,4,19,23,NA,43,89,0.483,15,34,0.441,12,17,0.706,8,32,29,11,7,9,20,PHO
2030,40,40,2017/1/14,,SAS,W,108,105,39,85,0.459,8,21,0.381,22,24,0.917,15,45,18,10,0,15,30,NA,36,71,0.507,9,20,0.45,24,34,0.706,6,33,15,8,1,16,18,PHO
2031,41,41,2017/1/16,,UTA,L,101,106,40,81,0.494,5,22,0.227,16,17,0.941,6,39,13,4,5,9,21,NA,41,89,0.461,8,23,0.348,16,24,0.667,14,46,22,4,6,8,16,PHO
2032,42,42,2017/1/19,@,CLE,L,103,118,37,85,0.435,4,19,0.211,25,31,0.806,15,46,23,10,4,14,22,NA,43,85,0.506,19,42,0.452,13,19,0.684,4,36,29,7,6,12,24,PHO
2033,43,43,2017/1/21,@,NYK,W,107,105,37,85,0.435,9,24,0.375,24,27,0.889,14,44,15,9,4,13,18,NA,40,89,0.449,11,21,0.524,14,16,0.875,15,46,20,6,3,12,20,PHO
2034,44,44,2017/1/22,@,TOR,W,115,103,40,79,0.506,9,22,0.409,26,28,0.929,7,45,20,6,1,15,28,NA,33,83,0.398,7,27,0.259,30,35,0.857,7,35,19,9,8,9,20,PHO
2035,45,45,2017/1/24,,MIN,L,111,112,38,86,0.442,7,19,0.368,28,32,0.875,13,44,20,7,4,15,23,NA,44,84,0.524,6,17,0.353,18,24,0.75,10,42,24,8,4,15,21,PHO
2036,46,46,2017/1/26,@,DEN,L,120,127,48,89,0.539,10,24,0.417,14,17,0.824,8,28,21,8,2,11,26,NA,44,86,0.512,9,23,0.391,30,35,0.857,19,46,29,5,6,12,15,PHO
2037,47,47,2017/1/28,,DEN,L,112,123,41,91,0.451,6,21,0.286,24,32,0.75,11,43,20,9,3,10,36,NA,39,80,0.488,8,25,0.32,37,42,0.881,9,48,17,7,3,14,25,PHO
2038,48,48,2017/1/30,,MEM,L,96,115,31,74,0.419,5,19,0.263,29,39,0.744,13,42,11,8,8,17,19,NA,39,80,0.488,16,28,0.571,21,24,0.875,10,44,25,13,2,17,27,PHO
2039,49,49,2017/2/1,,LAC,L,114,124,39,96,0.406,7,20,0.35,29,35,0.829,17,44,21,5,3,12,27,NA,44,85,0.518,5,19,0.263,31,38,0.816,8,46,20,9,8,10,28,PHO
2040,50,50,2017/2/3,@,SAC,W,105,103,32,77,0.416,12,29,0.414,29,35,0.829,6,39,11,7,3,11,21,NA,38,85,0.447,10,27,0.37,17,22,0.773,6,43,23,5,4,13,25,PHO
2041,51,51,2017/2/4,,MIL,L,112,137,38,91,0.418,11,28,0.393,25,30,0.833,14,40,22,9,3,16,28,NA,52,82,0.634,7,17,0.412,26,35,0.743,9,44,29,9,11,16,25,PHO
2042,52,52,2017/2/6,@,NOP,L,106,111,40,93,0.43,5,27,0.185,21,25,0.84,9,49,26,7,10,16,23,NA,42,92,0.457,9,26,0.346,18,22,0.818,9,48,20,11,11,13,25,PHO
2043,53,53,2017/2/8,@,MEM,L,91,110,29,87,0.333,5,23,0.217,28,34,0.824,18,46,13,12,5,15,27,NA,35,72,0.486,14,24,0.583,26,34,0.765,11,41,24,6,8,22,25,PHO
2044,54,54,2017/2/10,,CHI,W,115,97,48,95,0.505,8,19,0.421,11,13,0.846,13,43,25,4,8,8,18,NA,37,86,0.43,5,19,0.263,18,22,0.818,12,41,20,7,5,11,16,PHO
2045,55,55,2017/2/11,@,HOU,L,102,133,37,94,0.394,8,22,0.364,20,26,0.769,12,42,20,8,4,19,28,NA,42,85,0.494,18,36,0.5,31,39,0.795,16,55,27,8,4,21,23,PHO
2046,56,56,2017/2/13,,NOP,L,108,110,40,93,0.43,8,23,0.348,20,24,0.833,13,43,14,7,3,18,25,NA,37,78,0.474,8,28,0.286,28,35,0.8,5,37,19,8,5,16,23,PHO
2047,57,57,2017/2/15,,LAL,W,137,101,49,88,0.557,10,24,0.417,29,34,0.853,12,59,32,7,10,15,20,NA,35,93,0.376,9,26,0.346,22,28,0.786,7,36,16,9,3,12,27,PHO
2048,58,58,2017/2/24,@,CHI,L,121,128,49,93,0.527,8,24,0.333,15,25,0.6,8,43,27,8,6,18,23,NA,46,98,0.469,12,26,0.462,24,31,0.774,11,46,31,14,4,12,21,PHO
2049,59,59,2017/2/26,@,MIL,L,96,100,40,83,0.482,5,14,0.357,11,16,0.688,12,42,26,12,5,20,22,NA,39,76,0.513,6,20,0.3,16,18,0.889,6,33,26,10,6,19,21,PHO
2050,60,60,2017/2/28,@,MEM,L,112,130,43,83,0.518,7,21,0.333,19,24,0.792,8,32,22,6,5,12,25,NA,48,86,0.558,12,25,0.48,22,29,0.759,12,39,24,6,3,10,19,PHO
2051,61,61,2017/3/2,,CHO,W,120,103,46,77,0.597,7,19,0.368,21,25,0.84,4,42,30,8,7,18,23,NA,35,89,0.393,10,34,0.294,23,28,0.821,9,34,19,14,1,16,20,PHO
2052,62,62,2017/3/3,,OKC,W,118,111,44,89,0.494,5,21,0.238,25,31,0.806,9,45,28,10,7,17,26,NA,37,87,0.425,9,35,0.257,28,35,0.8,11,47,14,10,5,19,30,PHO
2053,63,63,2017/3/5,,BOS,W,109,106,42,94,0.447,4,20,0.2,21,26,0.808,10,50,16,7,10,11,29,NA,32,85,0.376,13,37,0.351,29,40,0.725,14,54,19,6,6,12,28,PHO
2054,64,64,2017/3/7,,WAS,L,127,131,44,88,0.5,13,27,0.481,26,33,0.788,9,49,23,5,8,19,32,NA,41,90,0.456,7,18,0.389,42,53,0.792,9,44,19,15,4,11,21,PHO
2055,65,65,2017/3/9,,LAL,L,110,122,42,91,0.462,6,19,0.316,20,25,0.8,18,54,20,7,10,19,24,NA,47,98,0.48,12,27,0.444,16,24,0.667,14,42,21,11,7,9,20,PHO
2056,66,66,2017/3/11,@,DAL,W,100,98,38,83,0.458,6,21,0.286,18,20,0.9,5,40,18,5,7,11,24,NA,28,74,0.378,9,26,0.346,33,36,0.917,10,48,17,2,4,13,17,PHO
2057,67,67,2017/3/12,,POR,L,101,110,41,93,0.441,5,14,0.357,14,20,0.7,6,41,20,5,3,9,21,NA,43,86,0.5,7,22,0.318,17,25,0.68,9,49,14,7,5,14,24,PHO
2058,68,68,2017/3/15,,SAC,L,101,107,43,107,0.402,6,25,0.24,9,14,0.643,16,47,24,9,11,13,25,NA,38,79,0.481,6,14,0.429,25,34,0.735,8,48,22,8,11,18,18,PHO
2059,69,69,2017/3/17,,ORL,L,103,109,38,87,0.437,2,14,0.143,25,30,0.833,12,49,18,9,8,16,22,NA,42,96,0.438,7,23,0.304,18,21,0.857,8,43,21,10,4,12,27,PHO
2060,70,70,2017/3/19,@,DET,L,95,112,35,99,0.354,6,22,0.273,19,30,0.633,11,47,16,10,4,4,21,NA,40,92,0.435,12,25,0.48,20,30,0.667,12,63,26,2,4,12,21,PHO
2061,71,71,2017/3/21,@,MIA,L,97,112,36,82,0.439,4,16,0.25,21,29,0.724,10,41,14,5,5,24,23,NA,42,96,0.438,11,27,0.407,17,23,0.739,17,49,17,13,5,14,25,PHO
2062,72,72,2017/3/23,@,BRK,L,98,126,34,93,0.366,7,25,0.28,23,34,0.676,15,50,16,14,3,19,30,NA,43,95,0.453,8,29,0.276,32,42,0.762,17,61,25,11,5,17,26,PHO
2063,73,73,2017/3/24,@,BOS,L,120,130,39,86,0.453,6,19,0.316,36,49,0.735,10,49,23,9,3,13,30,NA,44,94,0.468,14,41,0.341,28,35,0.8,12,50,31,8,5,15,32,PHO
2064,74,74,2017/3/26,@,CHO,L,106,120,41,81,0.506,6,16,0.375,18,22,0.818,8,39,25,6,3,12,17,NA,42,87,0.483,14,30,0.467,22,24,0.917,8,41,29,8,2,7,14,PHO
2065,75,75,2017/3/28,@,ATL,L,91,95,35,96,0.365,7,31,0.226,14,24,0.583,14,48,25,12,6,15,31,NA,34,85,0.4,6,27,0.222,21,29,0.724,9,51,24,5,6,19,23,PHO
2066,76,76,2017/3/30,,LAC,L,118,124,49,92,0.533,7,23,0.304,13,24,0.542,13,43,24,6,2,14,27,NA,44,80,0.55,12,22,0.545,24,34,0.706,7,39,20,4,4,14,21,PHO
2067,77,77,2017/4/1,@,POR,L,117,130,44,84,0.524,3,10,0.3,26,32,0.813,13,43,17,8,6,17,26,NA,43,92,0.467,15,37,0.405,29,31,0.935,11,41,21,12,3,12,23,PHO
2068,78,78,2017/4/2,,HOU,L,116,123,42,100,0.42,8,34,0.235,24,29,0.828,22,61,24,8,11,23,24,NA,47,100,0.47,14,38,0.368,15,23,0.652,13,46,23,8,4,15,23,PHO
2069,79,79,2017/4/5,,GSW,L,111,120,43,103,0.417,7,27,0.259,18,26,0.692,20,55,26,13,2,16,22,NA,45,89,0.506,13,30,0.433,17,24,0.708,7,39,25,13,9,15,19,PHO
2070,80,80,2017/4/7,,OKC,W,120,99,43,83,0.518,8,18,0.444,26,31,0.839,12,45,16,6,6,7,26,NA,34,92,0.37,7,30,0.233,24,33,0.727,22,48,13,1,3,9,26,PHO
2071,81,81,2017/4/9,,DAL,W,124,111,44,80,0.55,8,19,0.421,28,32,0.875,8,43,26,6,4,12,18,NA,41,97,0.423,16,45,0.356,13,19,0.684,17,44,23,5,2,10,23,PHO
2072,82,82,2017/4/11,@,SAC,L,104,129,41,109,0.376,8,30,0.267,14,24,0.583,18,48,19,8,3,9,23,NA,43,83,0.518,9,19,0.474,34,43,0.791,8,55,28,7,2,13,23,PHO
2073,1,1,2016/10/25,,UTA,W,113,104,39,75,0.52,13,19,0.684,22,22,1,5,34,22,5,3,12,18,NA,40,82,0.488,8,24,0.333,16,16,1,6,31,19,9,5,11,19,POR
2074,2,2,2016/10/27,,LAC,L,106,114,39,85,0.459,4,18,0.222,24,32,0.75,9,48,18,4,4,14,34,NA,37,91,0.407,8,29,0.276,32,46,0.696,15,48,12,10,4,7,25,POR
2075,3,3,2016/10/29,@,DEN,W,115,113,45,98,0.459,10,32,0.313,15,21,0.714,5,45,23,10,8,15,30,NA,38,100,0.38,6,23,0.261,31,39,0.795,16,61,19,10,5,17,21,POR
2076,4,4,2016/11/1,,GSW,L,104,127,37,86,0.43,14,39,0.359,16,21,0.762,6,32,23,12,4,18,17,NA,50,89,0.562,10,26,0.385,17,23,0.739,7,45,36,14,4,16,19,POR
2077,5,5,2016/11/2,@,PHO,L,115,118,42,101,0.416,12,33,0.364,19,21,0.905,10,53,25,8,8,14,23,NA,44,103,0.427,5,16,0.313,25,30,0.833,14,59,15,10,5,12,20,POR
2078,6,6,2016/11/4,@,DAL,W,105,95,36,80,0.45,12,31,0.387,21,26,0.808,7,42,21,9,3,14,20,NA,34,83,0.41,10,28,0.357,17,20,0.85,7,44,18,5,3,12,21,POR
2079,7,7,2016/11/6,@,MEM,W,100,94,32,71,0.451,14,33,0.424,22,27,0.815,5,37,19,7,5,15,25,NA,31,81,0.383,6,26,0.231,26,32,0.813,12,44,15,9,5,13,20,POR
2080,8,8,2016/11/8,,PHO,W,124,121,45,81,0.556,14,31,0.452,20,28,0.714,7,35,22,5,4,20,27,NA,43,86,0.5,7,21,0.333,28,33,0.848,15,41,18,10,2,16,27,POR
2081,9,9,2016/11/9,@,LAC,L,80,111,31,88,0.352,6,30,0.2,12,14,0.857,11,47,16,4,3,14,23,NA,38,87,0.437,11,32,0.344,24,33,0.727,14,55,24,9,7,7,15,POR
2082,10,10,2016/11/11,,SAC,W,122,120,45,86,0.523,13,33,0.394,19,27,0.704,7,36,29,8,4,11,24,NA,43,88,0.489,6,21,0.286,28,35,0.8,13,48,18,7,3,15,21,POR
2083,11,11,2016/11/13,,DEN,W,112,105,39,99,0.394,8,29,0.276,26,32,0.813,14,44,21,8,8,7,23,NA,36,91,0.396,11,29,0.379,22,29,0.759,16,59,11,4,6,18,25,POR
2084,12,12,2016/11/15,,CHI,L,88,113,34,95,0.358,9,34,0.265,11,18,0.611,15,49,17,8,4,11,18,NA,41,98,0.418,7,20,0.35,24,28,0.857,19,67,16,7,4,10,19,POR
2085,13,13,2016/11/17,@,HOU,L,109,126,41,90,0.456,10,28,0.357,17,21,0.81,10,41,24,6,4,12,19,NA,46,95,0.484,14,32,0.438,20,25,0.8,17,54,26,6,6,13,17,POR
2086,14,14,2016/11/18,@,NOP,L,101,113,33,88,0.375,12,34,0.353,23,26,0.885,13,48,19,2,1,14,21,NA,45,82,0.549,9,24,0.375,14,20,0.7,1,37,31,9,12,8,21,POR
2087,15,15,2016/11/20,@,BRK,W,129,109,49,85,0.576,15,36,0.417,16,21,0.762,8,50,23,4,7,15,30,NA,37,93,0.398,10,35,0.286,25,31,0.806,11,36,22,5,3,9,20,POR
2088,16,16,2016/11/22,@,NYK,L,103,107,38,86,0.442,6,22,0.273,21,26,0.808,11,44,18,5,5,16,13,NA,45,96,0.469,9,29,0.31,8,8,1,10,43,26,8,5,13,23,POR
2089,17,17,2016/11/23,@,CLE,L,125,137,47,90,0.522,13,29,0.448,18,19,0.947,9,38,27,6,6,9,23,NA,48,90,0.533,21,36,0.583,20,27,0.741,9,41,30,6,3,10,15,POR
2090,18,18,2016/11/25,,NOP,W,119,104,47,100,0.47,12,32,0.375,13,17,0.765,12,52,30,7,5,11,20,NA,36,76,0.474,13,23,0.565,19,29,0.655,2,34,20,3,8,14,14,POR
2091,19,19,2016/11/27,,HOU,L,114,130,40,83,0.482,12,33,0.364,22,29,0.759,8,35,24,7,2,14,24,NA,46,82,0.561,17,36,0.472,21,28,0.75,7,36,26,7,8,11,23,POR
2092,20,20,2016/11/30,,IND,W,131,109,51,94,0.543,12,32,0.375,17,19,0.895,14,40,29,13,2,6,23,NA,36,72,0.5,6,14,0.429,31,35,0.886,4,32,19,3,4,15,14,POR
2093,21,21,2016/12/3,,MIA,W,99,92,36,89,0.404,9,24,0.375,18,24,0.75,12,47,19,6,9,8,17,NA,38,86,0.442,6,22,0.273,10,15,0.667,8,46,23,6,6,13,14,POR
2094,22,22,2016/12/5,@,CHI,W,112,110,45,93,0.484,9,24,0.375,13,18,0.722,10,38,25,9,8,9,27,NA,35,83,0.422,7,23,0.304,33,38,0.868,15,50,16,8,11,15,17,POR
2095,23,23,2016/12/7,@,MIL,L,107,115,37,85,0.435,17,40,0.425,16,19,0.842,10,44,25,7,4,15,22,NA,40,77,0.519,10,24,0.417,25,37,0.676,5,41,19,8,7,10,13,POR
2096,24,24,2016/12/8,@,MEM,L,86,88,25,82,0.305,7,28,0.25,29,40,0.725,13,52,13,6,3,12,23,NA,31,87,0.356,6,20,0.3,20,30,0.667,15,58,13,8,2,12,28,POR
2097,25,25,2016/12/10,@,IND,L,111,118,40,82,0.488,16,37,0.432,15,16,0.938,9,41,22,6,4,17,20,NA,40,83,0.482,15,29,0.517,23,28,0.821,10,39,24,11,9,13,13,POR
2098,26,26,2016/12/12,@,LAC,L,120,121,44,87,0.506,10,21,0.476,22,25,0.88,13,42,25,6,7,15,24,NA,42,89,0.472,11,23,0.478,26,28,0.929,13,38,26,9,8,12,20,POR
2099,27,27,2016/12/13,,OKC,W,114,95,43,80,0.538,8,23,0.348,20,27,0.741,8,37,23,11,9,14,26,NA,33,87,0.379,8,27,0.296,21,28,0.75,16,43,18,10,2,21,21,POR
2100,28,28,2016/12/15,@,DEN,L,120,132,41,88,0.466,8,23,0.348,30,36,0.833,15,41,22,6,4,14,25,NA,43,84,0.512,15,31,0.484,31,35,0.886,5,36,27,10,4,15,28,POR
2101,29,29,2016/12/17,@,GSW,L,90,135,34,86,0.395,8,28,0.286,14,20,0.7,7,31,16,7,4,11,19,NA,51,87,0.586,14,28,0.5,19,26,0.731,9,56,36,7,5,15,16,POR
2102,30,30,2016/12/20,@,SAC,L,121,126,44,86,0.512,4,28,0.143,29,40,0.725,15,41,30,5,4,8,31,NA,40,72,0.556,10,23,0.435,36,43,0.837,4,31,20,3,4,10,28,POR
2103,31,31,2016/12/21,,DAL,L,95,96,32,72,0.444,10,27,0.37,21,28,0.75,9,43,15,6,4,17,20,NA,35,83,0.422,7,31,0.226,19,23,0.826,10,38,14,12,5,10,20,POR
2104,32,32,2016/12/23,,SAS,L,90,110,35,79,0.443,12,30,0.4,8,16,0.5,10,33,21,8,2,15,19,NA,39,78,0.5,12,20,0.6,20,21,0.952,13,45,19,9,3,12,17,POR
2105,33,33,2016/12/26,,TOR,L,91,95,35,83,0.422,8,23,0.348,13,18,0.722,11,54,22,8,4,18,22,NA,32,95,0.337,12,34,0.353,19,24,0.792,14,52,17,11,4,12,12,POR
2106,34,34,2016/12/28,,SAC,W,102,89,35,74,0.473,12,25,0.48,20,22,0.909,5,45,19,6,4,15,16,NA,31,79,0.392,9,28,0.321,18,23,0.783,6,39,20,8,3,11,20,POR
2107,35,35,2016/12/30,@,SAS,L,94,110,35,77,0.455,6,20,0.3,18,21,0.857,2,25,19,10,3,11,23,NA,39,78,0.5,11,22,0.5,21,25,0.84,11,48,22,7,5,16,18,POR
2108,36,36,2017/1/1,@,MIN,W,95,89,36,73,0.493,6,22,0.273,17,28,0.607,4,41,13,10,8,14,19,NA,35,87,0.402,7,23,0.304,12,18,0.667,13,47,21,11,5,16,25,POR
2109,37,37,2017/1/4,@,GSW,L,117,125,40,89,0.449,12,26,0.462,25,28,0.893,11,44,23,8,5,17,26,NA,44,87,0.506,13,36,0.361,24,29,0.828,8,39,31,14,9,15,20,POR
2110,38,38,2017/1/5,,LAL,W,118,109,43,81,0.531,12,33,0.364,20,30,0.667,8,47,29,6,5,13,21,NA,36,86,0.419,10,31,0.323,27,33,0.818,10,40,15,7,3,11,25,POR
2111,39,39,2017/1/8,,DET,L,124,125,51,98,0.52,15,35,0.429,7,12,0.583,7,42,36,5,5,16,11,NA,54,105,0.514,8,25,0.32,9,12,0.75,6,41,19,14,3,9,16,POR
2112,40,40,2017/1/10,@,LAL,W,108,87,43,85,0.506,7,21,0.333,15,20,0.75,9,50,25,6,9,11,21,NA,32,83,0.386,9,24,0.375,14,26,0.538,9,38,18,7,5,10,18,POR
2113,41,41,2017/1/11,,CLE,W,102,86,40,93,0.43,10,30,0.333,12,16,0.75,13,51,29,6,9,9,17,NA,28,82,0.341,9,30,0.3,21,28,0.75,13,48,14,5,4,15,20,POR
2114,42,42,2017/1/13,,ORL,L,109,115,39,97,0.402,10,34,0.294,21,25,0.84,12,43,19,6,9,9,20,NA,41,83,0.494,10,18,0.556,23,26,0.885,9,45,21,5,5,15,19,POR
2115,43,43,2017/1/16,@,WAS,L,101,120,37,88,0.42,8,26,0.308,19,25,0.76,14,45,22,6,5,15,20,NA,42,86,0.488,13,23,0.565,23,25,0.92,12,51,26,10,5,12,18,POR
2116,44,44,2017/1/18,@,CHO,L,85,107,33,94,0.351,8,31,0.258,11,11,1,15,50,18,10,12,15,11,NA,41,87,0.471,11,26,0.423,14,17,0.824,8,51,28,11,7,12,13,POR
2117,45,45,2017/1/20,@,PHI,L,92,93,33,89,0.371,6,19,0.316,20,28,0.714,12,46,16,8,6,13,20,NA,36,92,0.391,12,29,0.414,9,16,0.563,13,53,25,6,8,19,21,POR
2118,46,46,2017/1/21,@,BOS,W,127,123,43,92,0.467,10,25,0.4,31,36,0.861,9,37,26,12,4,14,26,NA,42,92,0.457,13,35,0.371,26,31,0.839,14,47,26,6,2,21,29,POR
2119,47,47,2017/1/25,,LAL,W,105,98,43,90,0.478,4,15,0.267,15,20,0.75,9,49,17,5,4,11,12,NA,37,94,0.394,11,30,0.367,13,14,0.929,14,51,16,5,9,13,17,POR
2120,48,48,2017/1/27,,MEM,W,112,109,38,81,0.469,16,35,0.457,20,21,0.952,8,33,24,2,3,12,26,NA,37,77,0.481,9,26,0.346,26,33,0.788,10,42,24,6,5,11,19,POR
2121,49,49,2017/1/29,,GSW,L,111,113,46,93,0.495,10,27,0.37,9,12,0.75,9,42,26,11,2,18,24,NA,36,79,0.456,8,26,0.308,33,39,0.846,8,39,28,13,6,18,18,POR
2122,50,50,2017/1/31,,CHO,W,115,98,42,93,0.452,11,31,0.355,20,23,0.87,11,51,23,8,2,8,18,NA,33,83,0.398,11,31,0.355,21,25,0.84,3,42,20,3,6,9,13,POR
2123,51,51,2017/2/3,,DAL,L,104,108,40,88,0.455,9,30,0.3,15,20,0.75,12,44,16,3,4,9,19,NA,36,76,0.474,17,31,0.548,19,23,0.826,2,36,15,3,4,4,24,POR
2124,52,52,2017/2/5,@,OKC,L,99,105,35,87,0.402,10,28,0.357,19,21,0.905,11,44,15,6,4,12,22,NA,40,98,0.408,4,18,0.222,21,28,0.75,17,56,18,9,5,12,17,POR
2125,53,53,2017/2/7,@,DAL,W,114,113,42,86,0.488,11,28,0.393,19,24,0.792,18,55,17,6,2,15,26,NA,37,75,0.493,12,28,0.429,27,32,0.844,2,30,16,6,6,7,22,POR
2126,54,54,2017/2/9,,BOS,L,111,120,39,77,0.506,9,26,0.346,24,31,0.774,10,41,23,4,6,15,23,NA,44,91,0.484,10,30,0.333,22,27,0.815,14,43,23,8,1,8,21,POR
2127,55,55,2017/2/13,,ATL,L,104,109,37,103,0.359,16,42,0.381,14,25,0.56,22,66,22,4,4,14,34,NA,32,83,0.386,8,28,0.286,37,48,0.771,7,52,20,9,11,9,23,POR
2128,56,56,2017/2/15,@,UTA,L,88,111,32,79,0.405,9,22,0.409,15,20,0.75,9,41,14,9,3,16,21,NA,42,81,0.519,11,22,0.5,16,23,0.696,9,46,19,9,5,14,17,POR
2129,57,57,2017/2/23,@,ORL,W,112,103,41,81,0.506,9,18,0.5,21,27,0.778,9,45,20,8,7,19,25,NA,34,86,0.395,7,22,0.318,28,39,0.718,13,40,18,8,4,14,21,POR
2130,58,58,2017/2/26,@,TOR,L,106,112,35,79,0.443,9,21,0.429,27,35,0.771,8,39,16,6,5,9,26,NA,42,78,0.538,7,20,0.35,21,27,0.778,5,39,16,7,5,10,24,POR
2131,59,59,2017/2/28,@,DET,L,113,120,44,84,0.524,10,25,0.4,15,22,0.682,8,50,25,5,5,24,25,NA,45,104,0.433,7,25,0.28,23,31,0.742,16,48,23,13,2,7,19,POR
2132,60,60,2017/3/2,,OKC,W,114,109,39,79,0.494,10,25,0.4,26,35,0.743,9,45,19,9,7,14,19,NA,34,86,0.395,11,29,0.379,30,32,0.938,12,40,11,9,7,12,25,POR
2133,61,61,2017/3/4,,BRK,W,130,116,49,86,0.57,16,25,0.64,16,22,0.727,6,37,29,9,6,12,13,NA,45,86,0.523,14,30,0.467,12,17,0.706,8,31,24,7,6,13,22,POR
2134,62,62,2017/3/7,@,OKC,W,126,121,47,85,0.553,11,23,0.478,21,27,0.778,12,36,24,7,5,11,23,NA,44,85,0.518,10,25,0.4,23,30,0.767,12,39,16,4,1,17,25,POR
2135,63,63,2017/3/9,,PHI,W,114,108,40,88,0.455,6,21,0.286,28,33,0.848,16,55,25,8,12,19,22,NA,41,94,0.436,11,29,0.379,15,20,0.75,12,44,18,10,3,16,29,POR
2136,64,64,2017/3/11,,WAS,L,124,125,48,94,0.511,16,32,0.5,12,16,0.75,7,43,26,4,5,14,19,NA,47,90,0.522,12,25,0.48,19,28,0.679,9,46,27,5,4,11,20,POR
2137,65,65,2017/3/12,@,PHO,W,110,101,43,86,0.5,7,22,0.318,17,25,0.68,9,49,14,7,5,14,24,NA,41,93,0.441,5,14,0.357,14,20,0.7,6,41,20,5,3,9,21,POR
2138,66,66,2017/3/14,@,NOP,L,77,100,23,76,0.303,11,32,0.344,20,26,0.769,8,48,13,3,1,16,20,NA,38,80,0.475,6,21,0.286,18,30,0.6,4,49,19,10,8,5,18,POR
2139,67,67,2017/3/15,@,SAS,W,110,106,38,80,0.475,9,22,0.409,25,28,0.893,8,39,21,10,1,11,16,NA,42,88,0.477,11,26,0.423,11,15,0.733,10,41,28,7,5,14,20,POR
2140,68,68,2017/3/18,@,ATL,W,113,97,44,87,0.506,8,18,0.444,17,19,0.895,13,54,23,9,9,20,22,NA,32,88,0.364,7,26,0.269,26,32,0.813,12,35,22,13,7,13,12,POR
2141,69,69,2017/3/19,@,MIA,W,115,104,42,83,0.506,13,26,0.5,18,24,0.75,13,43,13,4,6,11,20,NA,41,88,0.466,9,30,0.3,13,20,0.65,13,39,18,8,8,9,22,POR
2142,70,70,2017/3/21,,MIL,L,90,93,35,83,0.422,4,21,0.19,16,26,0.615,13,49,15,8,6,14,14,NA,38,90,0.422,7,16,0.438,10,12,0.833,13,49,16,8,8,13,22,POR
2143,71,71,2017/3/23,,NYK,W,110,95,39,80,0.488,11,21,0.524,21,29,0.724,10,50,15,8,2,13,20,NA,36,88,0.409,5,22,0.227,18,20,0.9,9,40,23,5,9,11,20,POR
2144,72,72,2017/3/25,,MIN,W,112,100,45,71,0.634,11,22,0.5,11,17,0.647,4,35,24,5,3,14,20,NA,37,76,0.487,2,10,0.2,24,32,0.75,6,27,15,10,3,7,14,POR
2145,73,73,2017/3/26,@,LAL,W,97,81,36,89,0.404,12,28,0.429,13,18,0.722,12,61,24,8,4,13,16,NA,33,84,0.393,5,21,0.238,10,17,0.588,1,42,19,6,3,10,17,POR
