,Rk,G,Date,X,Opp,W.L,Tm,Opp.1,TeamFG,TeamFGA,TeamFG.,Team3P,Team3PA,Team3P.,TeamFT,TeamFTA,TeamFT.,TeamORB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,X.1,OppoFG,OppoFGA,OppoFG.,Oppo3P,Oppo3PA,Oppo3P.,OppoFT,OppoFTA,OppoFT.,OppoORB,OppoTRB,OppoAST,OppoSTL,OppoBLK,OppoTOV,OppoPF,Tm1
1893,67,67,2017/3/11,,CLE,L,104,116,38,96,0.396,4,21,0.19,24,28,0.857,14,52,17,6,1,5,21,NA,43,86,0.5,15,39,0.385,15,25,0.6,9,52,30,1,6,9,18,ORL
1894,68,68,2017/3/13,@,SAC,L,115,120,45,98,0.459,13,34,0.382,12,12,1,9,44,32,10,4,12,18,NA,44,82,0.537,16,30,0.533,16,21,0.762,2,41,24,8,6,15,14,ORL
1895,69,69,2017/3/16,@,GSW,L,92,122,35,94,0.372,7,27,0.259,15,21,0.714,16,49,15,7,4,19,21,NA,50,87,0.575,10,26,0.385,12,23,0.522,7,47,36,14,9,12,18,ORL
1896,70,70,2017/3/17,@,PHO,W,109,103,42,96,0.438,7,23,0.304,18,21,0.857,8,43,21,10,4,12,27,NA,38,87,0.437,2,14,0.143,25,30,0.833,12,49,18,9,8,16,22,ORL
1897,71,71,2017/3/20,,PHI,W,112,109,35,94,0.372,4,23,0.174,38,46,0.826,14,55,19,10,4,18,22,NA,39,102,0.382,9,34,0.265,22,24,0.917,13,53,26,15,7,16,34,ORL
1898,72,72,2017/3/22,,CHO,L,102,109,40,88,0.455,14,40,0.35,8,10,0.8,13,43,26,5,3,14,19,NA,42,90,0.467,9,27,0.333,16,18,0.889,12,43,24,9,3,10,12,ORL
1899,73,73,2017/3/24,,DET,W,115,87,47,91,0.516,12,26,0.462,9,13,0.692,6,47,36,4,6,10,17,NA,34,96,0.354,2,22,0.091,17,20,0.85,12,50,21,3,3,8,17,ORL
1900,74,74,2017/3/27,@,TOR,L,112,131,43,88,0.489,4,20,0.2,22,28,0.786,8,33,19,11,3,11,23,NA,49,83,0.59,10,15,0.667,23,35,0.657,9,43,24,7,8,15,25,ORL
1901,75,75,2017/3/29,,OKC,L,106,114,39,97,0.402,9,30,0.3,19,27,0.704,11,53,24,9,8,14,22,NA,43,102,0.422,10,33,0.303,18,28,0.643,11,57,18,11,7,11,20,ORL
1902,76,76,2017/3/31,@,BOS,L,116,117,40,98,0.408,12,30,0.4,24,25,0.96,11,48,28,9,4,9,21,NA,38,84,0.452,12,33,0.364,29,34,0.853,5,45,27,6,5,11,18,ORL
1903,77,77,2017/4/1,@,BRK,L,111,121,45,91,0.495,10,25,0.4,11,15,0.733,11,42,26,9,2,14,15,NA,50,94,0.532,8,31,0.258,13,16,0.813,9,44,26,8,5,11,15,ORL
1904,78,78,2017/4/4,@,CLE,L,102,122,33,86,0.384,11,33,0.333,25,26,0.962,11,43,23,8,3,14,21,NA,44,82,0.537,18,36,0.5,16,21,0.762,5,42,30,9,3,12,18,ORL
1905,79,79,2017/4/6,,BRK,W,115,107,42,90,0.467,9,25,0.36,22,26,0.846,9,48,24,9,6,13,20,NA,40,87,0.46,11,30,0.367,16,22,0.727,7,39,21,7,6,14,19,ORL
1906,80,80,2017/4/8,,IND,L,112,127,41,84,0.488,14,30,0.467,16,22,0.727,4,33,29,10,2,13,16,NA,51,86,0.593,11,22,0.5,14,19,0.737,6,45,35,6,4,15,15,ORL
1907,81,81,2017/4/10,@,CHI,L,75,122,29,84,0.345,5,27,0.185,12,16,0.75,9,37,18,5,5,16,18,NA,48,89,0.539,12,26,0.462,14,16,0.875,11,54,33,12,4,12,16,ORL
1908,82,82,2017/4/12,,DET,W,113,109,42,87,0.483,13,25,0.52,16,17,0.941,6,51,27,7,6,11,22,NA,41,106,0.387,11,36,0.306,16,28,0.571,17,53,20,6,3,8,15,ORL
1909,1,1,2016/10/26,,OKC,L,97,103,36,84,0.429,7,24,0.292,18,25,0.72,5,43,21,5,10,13,22,NA,39,94,0.415,6,22,0.273,19,26,0.731,13,53,19,7,3,10,23,PHI
1910,2,2,2016/10/29,,ATL,L,72,104,28,80,0.35,5,18,0.278,11,15,0.733,4,39,16,9,5,20,20,NA,42,85,0.494,5,20,0.25,15,23,0.652,6,47,31,11,7,12,14,PHI
1911,3,3,2016/11/1,,ORL,L,101,103,40,81,0.494,9,20,0.45,12,16,0.75,7,42,28,5,8,15,20,NA,42,93,0.452,6,25,0.24,13,17,0.765,12,39,29,7,6,10,15,PHI
1912,4,4,2016/11/2,@,CHO,L,93,109,34,86,0.395,12,38,0.316,13,15,0.867,8,37,23,8,2,17,24,NA,39,79,0.494,13,34,0.382,18,26,0.692,9,44,25,8,3,15,17,PHI
1913,5,5,2016/11/5,,CLE,L,101,102,40,87,0.46,14,38,0.368,7,12,0.583,5,45,21,9,9,17,23,NA,37,91,0.407,14,38,0.368,14,18,0.778,11,49,23,10,5,16,15,PHI
1914,6,6,2016/11/7,,UTA,L,84,109,31,77,0.403,7,21,0.333,15,22,0.682,9,42,16,5,2,18,19,NA,43,85,0.506,11,19,0.579,12,20,0.6,10,45,20,10,11,10,22,PHI
1915,7,7,2016/11/9,@,IND,L,115,122,46,95,0.484,14,36,0.389,9,19,0.474,10,43,23,11,6,17,21,NA,49,90,0.544,9,19,0.474,15,20,0.75,7,43,25,9,6,16,17,PHI
1916,8,8,2016/11/11,,IND,W,109,105,36,86,0.419,11,32,0.344,26,31,0.839,13,54,24,7,6,19,21,NA,39,88,0.443,5,19,0.263,22,23,0.957,4,40,23,14,3,13,28,PHI
1917,9,9,2016/11/12,@,ATL,L,96,117,36,83,0.434,11,29,0.379,13,20,0.65,10,39,21,14,4,19,20,NA,48,95,0.505,13,32,0.406,8,14,0.571,15,52,31,10,6,16,14,PHI
1918,10,10,2016/11/14,@,HOU,L,88,115,34,90,0.378,5,22,0.227,15,17,0.882,10,39,18,10,7,12,17,NA,44,91,0.484,17,40,0.425,10,17,0.588,16,55,20,6,10,17,19,PHI
1919,11,11,2016/11/16,,WAS,W,109,102,42,77,0.545,10,28,0.357,15,22,0.682,5,41,30,6,1,17,26,NA,38,91,0.418,8,23,0.348,18,25,0.72,11,40,18,8,1,11,26,PHI
1920,12,12,2016/11/17,@,MIN,L,86,110,31,83,0.373,9,32,0.281,15,19,0.789,13,40,15,9,2,15,17,NA,43,84,0.512,6,25,0.24,18,20,0.9,14,48,18,7,8,13,19,PHI
1921,13,13,2016/11/19,,PHO,W,120,105,45,86,0.523,17,35,0.486,13,20,0.65,6,44,33,11,9,18,23,NA,39,92,0.424,6,21,0.286,21,34,0.618,12,44,18,11,7,15,19,PHI
1922,14,14,2016/11/21,,MIA,W,101,94,37,78,0.474,11,26,0.423,16,20,0.8,7,40,21,8,5,14,25,NA,34,88,0.386,7,31,0.226,19,28,0.679,21,50,17,7,6,13,22,PHI
1923,15,15,2016/11/23,,MEM,L,99,104,35,93,0.376,12,36,0.333,17,23,0.739,8,56,24,9,10,26,32,NA,38,99,0.384,10,29,0.345,18,24,0.75,9,46,24,13,9,15,28,PHI
1924,16,16,2016/11/25,,CHI,L,89,105,31,78,0.397,9,22,0.409,18,22,0.818,8,48,18,7,8,19,21,NA,40,90,0.444,6,21,0.286,19,26,0.731,11,51,24,10,5,12,17,PHI
1925,17,17,2016/11/27,,CLE,L,108,112,43,92,0.467,15,34,0.441,7,10,0.7,13,50,29,5,5,16,24,NA,38,92,0.413,12,40,0.3,24,28,0.857,14,46,19,5,3,9,14,PHI
1926,18,18,2016/11/28,@,TOR,L,95,122,36,86,0.419,14,34,0.412,9,13,0.692,12,38,27,9,4,14,21,NA,42,77,0.545,13,19,0.684,25,31,0.806,8,42,22,11,8,12,14,PHI
1927,19,19,2016/12/2,,ORL,L,88,105,36,95,0.379,9,32,0.281,7,10,0.7,15,46,24,3,6,10,18,NA,37,78,0.474,13,26,0.5,18,26,0.692,7,47,24,8,3,10,20,PHI
1928,20,20,2016/12/3,,BOS,L,106,107,35,76,0.461,15,33,0.455,21,26,0.808,8,38,20,5,3,15,23,NA,38,76,0.5,8,26,0.308,23,29,0.793,6,37,22,5,3,10,21,PHI
1929,21,21,2016/12/5,,DEN,L,98,106,35,86,0.407,11,31,0.355,17,23,0.739,12,44,20,12,10,17,25,NA,35,76,0.461,10,27,0.37,26,34,0.765,10,45,17,13,8,19,20,PHI
1930,22,22,2016/12/6,@,MEM,L,91,96,32,82,0.39,14,41,0.341,13,26,0.5,9,45,21,5,7,16,27,NA,33,86,0.384,2,17,0.118,28,35,0.8,12,53,18,8,5,13,25,PHI
1931,23,23,2016/12/8,@,NOP,W,99,88,39,91,0.429,12,40,0.3,9,13,0.692,11,46,27,8,8,10,20,NA,33,84,0.393,7,25,0.28,15,22,0.682,11,47,18,3,2,12,17,PHI
1932,24,24,2016/12/11,@,DET,W,97,79,38,68,0.559,7,17,0.412,14,17,0.824,5,42,24,11,4,20,13,NA,32,82,0.39,5,19,0.263,10,14,0.714,10,34,15,15,2,15,18,PHI
1933,25,25,2016/12/14,,TOR,L,114,123,43,86,0.5,9,29,0.31,19,25,0.76,14,43,29,5,4,14,27,NA,41,87,0.471,10,29,0.345,31,36,0.861,15,39,21,9,3,9,20,PHI
1934,26,26,2016/12/16,,LAL,L,89,100,32,88,0.364,6,31,0.194,19,24,0.792,16,48,22,7,4,17,17,NA,36,79,0.456,9,30,0.3,19,22,0.864,8,46,19,10,4,20,21,PHI
1935,27,27,2016/12/18,,BRK,W,108,107,38,88,0.432,12,28,0.429,20,23,0.87,13,47,23,5,5,17,18,NA,36,81,0.444,12,34,0.353,23,31,0.742,7,43,26,8,5,16,20,PHI
1936,28,28,2016/12/20,,NOP,L,93,108,33,82,0.402,11,33,0.333,16,21,0.762,6,43,18,6,8,13,20,NA,40,93,0.43,10,17,0.588,18,26,0.692,16,56,28,2,3,11,16,PHI
1937,29,29,2016/12/23,@,PHO,L,116,123,42,83,0.506,13,31,0.419,19,22,0.864,8,28,23,7,6,19,31,NA,42,79,0.532,12,26,0.462,27,37,0.73,11,43,25,7,6,20,24,PHI
1938,30,30,2016/12/26,@,SAC,L,100,102,39,79,0.494,9,25,0.36,13,18,0.722,8,38,20,13,5,22,23,NA,39,87,0.448,7,25,0.28,17,21,0.81,13,42,24,11,4,19,19,PHI
1939,31,31,2016/12/29,@,UTA,L,83,100,35,87,0.402,6,24,0.25,7,8,0.875,13,41,16,6,1,15,16,NA,35,73,0.479,15,26,0.577,15,28,0.536,9,43,21,9,6,14,11,PHI
1940,32,32,2016/12/30,@,DEN,W,124,122,38,87,0.437,16,33,0.485,32,40,0.8,15,44,25,5,5,11,33,NA,39,84,0.464,11,27,0.407,33,41,0.805,11,45,29,5,1,10,26,PHI
1941,33,33,2017/1/3,,MIN,W,93,91,33,85,0.388,7,32,0.219,20,25,0.8,12,48,19,10,7,16,21,NA,33,82,0.402,7,24,0.292,18,20,0.9,9,47,20,7,6,17,24,PHI
1942,34,34,2017/1/6,@,BOS,L,106,110,37,79,0.468,9,28,0.321,23,26,0.885,4,41,30,9,11,15,23,NA,35,87,0.402,19,40,0.475,21,25,0.84,12,42,28,6,11,17,22,PHI
1943,35,35,2017/1/8,@,BRK,W,105,95,37,94,0.394,8,27,0.296,23,27,0.852,6,46,19,11,5,13,17,NA,36,78,0.462,10,27,0.37,13,17,0.765,4,40,21,6,8,22,23,PHI
1944,36,36,2017/1/11,,NYK,W,98,97,37,95,0.389,7,28,0.25,17,21,0.81,18,47,27,7,1,14,12,NA,42,86,0.488,4,22,0.182,9,10,0.9,8,40,20,7,8,13,22,PHI
1945,37,37,2017/1/13,,CHO,W,102,93,36,76,0.474,14,38,0.368,16,20,0.8,10,38,26,12,9,20,27,NA,28,85,0.329,6,23,0.261,31,32,0.969,16,41,11,12,2,19,19,PHI
1946,38,38,2017/1/14,@,WAS,L,93,109,36,87,0.414,10,31,0.323,11,21,0.524,15,49,20,6,2,16,19,NA,44,91,0.484,8,17,0.471,13,18,0.722,12,50,18,9,2,11,18,PHI
1947,39,39,2017/1/16,@,MIL,W,113,104,35,78,0.449,14,37,0.378,29,36,0.806,13,51,25,8,9,18,23,NA,42,89,0.472,5,14,0.357,15,22,0.682,10,38,23,8,5,12,23,PHI
1948,40,40,2017/1/18,,TOR,W,94,89,31,69,0.449,8,24,0.333,24,32,0.75,5,46,20,5,7,22,21,NA,34,86,0.395,6,24,0.25,15,23,0.652,12,43,17,10,2,9,24,PHI
1949,41,41,2017/1/20,,POR,W,93,92,36,92,0.391,12,29,0.414,9,16,0.563,13,53,25,6,8,19,21,NA,33,89,0.371,6,19,0.316,20,28,0.714,12,46,16,8,6,13,20,PHI
1950,42,42,2017/1/21,@,ATL,L,93,110,33,78,0.423,12,29,0.414,15,18,0.833,7,39,27,8,6,22,19,NA,45,91,0.495,7,20,0.35,13,23,0.565,11,47,24,8,5,13,18,PHI
1951,43,43,2017/1/24,,LAC,W,121,110,45,90,0.5,10,29,0.345,21,22,0.955,6,38,35,8,7,5,27,NA,33,71,0.465,18,34,0.529,26,41,0.634,11,46,17,4,1,17,22,PHI
1952,44,44,2017/1/25,@,MIL,W,114,109,40,75,0.533,12,26,0.462,22,25,0.88,9,43,32,9,4,21,21,NA,42,91,0.462,7,28,0.25,18,23,0.783,15,37,26,11,4,19,22,PHI
1953,45,45,2017/1/27,,HOU,L,118,123,42,78,0.538,10,25,0.4,24,32,0.75,3,29,29,14,6,22,25,NA,42,81,0.519,12,31,0.387,27,28,0.964,6,41,25,10,4,23,29,PHI
1954,46,46,2017/1/29,@,CHI,L,108,121,44,99,0.444,10,28,0.357,10,14,0.714,11,43,26,8,8,12,22,NA,45,89,0.506,8,14,0.571,23,28,0.821,10,49,29,8,5,10,11,PHI
1955,47,47,2017/1/30,,SAC,W,122,119,45,83,0.542,11,31,0.355,21,26,0.808,9,29,32,13,2,14,18,NA,41,74,0.554,13,29,0.448,24,29,0.828,9,33,31,7,3,20,28,PHI
1956,48,48,2017/2/1,@,DAL,L,95,113,35,77,0.455,6,22,0.273,19,26,0.731,5,39,21,5,2,13,21,NA,40,86,0.465,10,26,0.385,23,28,0.821,15,51,22,10,4,11,19,PHI
1957,49,49,2017/2/2,@,SAS,L,86,102,30,88,0.341,9,25,0.36,17,23,0.739,12,46,21,10,5,21,23,NA,38,89,0.427,6,21,0.286,20,27,0.741,14,59,26,13,9,19,20,PHI
1958,50,50,2017/2/4,@,MIA,L,102,125,35,84,0.417,6,23,0.261,26,31,0.839,6,33,20,10,1,15,21,NA,48,82,0.585,12,22,0.545,17,23,0.739,10,49,28,6,5,21,24,PHI
1959,51,51,2017/2/6,@,DET,L,96,113,36,85,0.424,5,28,0.179,19,28,0.679,11,41,19,8,0,13,17,NA,46,99,0.465,5,22,0.227,16,17,0.941,19,60,22,8,4,12,19,PHI
1960,52,52,2017/2/8,,SAS,L,103,111,34,84,0.405,13,34,0.382,22,29,0.759,7,35,23,8,2,5,19,NA,39,74,0.527,11,22,0.5,22,25,0.88,6,48,24,2,6,15,22,PHI
1961,53,53,2017/2/9,@,ORL,W,112,111,40,95,0.421,11,28,0.393,21,27,0.778,13,45,25,13,5,15,19,NA,41,84,0.488,10,21,0.476,19,24,0.792,7,47,27,4,8,21,20,PHI
1962,54,54,2017/2/11,,MIA,W,117,109,39,86,0.453,9,25,0.36,30,38,0.789,11,38,27,15,8,10,21,NA,39,85,0.459,7,24,0.292,24,28,0.857,11,49,15,4,4,19,27,PHI
1963,55,55,2017/2/13,@,CHO,W,105,99,41,86,0.477,12,33,0.364,11,17,0.647,9,51,24,9,5,18,21,NA,34,78,0.436,11,31,0.355,20,26,0.769,3,33,19,11,5,15,17,PHI
1964,56,56,2017/2/15,@,BOS,L,108,116,44,93,0.473,8,31,0.258,12,18,0.667,12,47,23,16,5,22,23,NA,38,80,0.475,13,28,0.464,27,36,0.75,6,39,21,13,4,22,18,PHI
1965,57,57,2017/2/24,,WAS,W,120,112,43,87,0.494,10,29,0.345,24,30,0.8,8,48,28,9,7,15,26,NA,38,90,0.422,5,24,0.208,31,40,0.775,12,43,19,8,6,16,25,PHI
1966,58,58,2017/2/25,@,NYK,L,109,110,40,95,0.421,7,31,0.226,22,27,0.815,16,50,19,6,5,11,21,NA,43,91,0.473,6,21,0.286,18,23,0.783,10,44,21,6,7,11,22,PHI
1967,59,59,2017/2/27,,GSW,L,108,119,37,82,0.451,10,34,0.294,24,27,0.889,12,42,24,11,3,22,25,NA,40,89,0.449,6,29,0.207,33,39,0.846,16,45,31,14,4,13,18,PHI
1968,60,60,2017/3/1,@,MIA,L,98,125,37,85,0.435,6,17,0.353,18,22,0.818,10,40,16,7,4,19,22,NA,49,90,0.544,13,30,0.433,14,21,0.667,8,42,24,9,12,13,18,PHI
1969,61,61,2017/3/3,,NYK,W,105,102,36,83,0.434,9,28,0.321,24,31,0.774,12,50,20,5,9,15,21,NA,33,84,0.393,7,21,0.333,29,33,0.879,9,41,14,10,3,10,20,PHI
1970,62,62,2017/3/4,,DET,L,106,136,43,88,0.489,14,34,0.412,6,7,0.857,6,36,30,5,2,19,18,NA,54,95,0.568,10,23,0.435,18,21,0.857,10,44,26,11,10,7,9,PHI
1971,63,63,2017/3/6,,MIL,L,98,112,39,89,0.438,8,30,0.267,12,19,0.632,14,42,30,5,3,12,20,NA,41,83,0.494,14,33,0.424,16,20,0.8,9,41,28,7,7,12,16,PHI
1972,64,64,2017/3/9,@,POR,L,108,114,41,94,0.436,11,29,0.379,15,20,0.75,12,44,18,10,3,16,29,NA,40,88,0.455,6,21,0.286,28,33,0.848,16,55,25,8,12,19,22,PHI
1973,65,65,2017/3/11,@,LAC,L,100,112,40,84,0.476,10,30,0.333,10,14,0.714,7,41,28,11,1,16,23,NA,40,81,0.494,8,25,0.32,24,29,0.828,8,41,25,13,3,13,13,PHI
1974,66,66,2017/3/12,@,LAL,W,118,116,41,79,0.519,10,24,0.417,26,32,0.813,4,34,28,8,4,16,24,NA,44,88,0.5,4,20,0.2,24,28,0.857,7,40,24,10,10,15,21,PHI
1975,67,67,2017/3/14,@,GSW,L,104,106,39,89,0.438,8,27,0.296,18,27,0.667,13,52,28,10,10,21,26,NA,32,88,0.364,14,32,0.438,28,35,0.8,13,43,24,12,11,18,24,PHI
1976,68,68,2017/3/17,,DAL,W,116,74,42,80,0.525,12,29,0.414,20,23,0.87,9,55,32,8,6,16,21,NA,30,87,0.345,5,23,0.217,9,17,0.529,5,34,21,6,4,12,20,PHI
1977,69,69,2017/3/19,,BOS,W,105,99,41,88,0.466,12,33,0.364,11,15,0.733,8,43,29,9,7,15,23,NA,34,84,0.405,6,29,0.207,25,29,0.862,8,41,27,8,5,17,15,PHI
1978,70,70,2017/3/20,@,ORL,L,109,112,39,102,0.382,9,34,0.265,22,24,0.917,13,53,26,15,7,16,34,NA,35,94,0.372,4,23,0.174,38,46,0.826,14,55,19,10,4,18,22,PHI
1979,71,71,2017/3/22,@,OKC,L,97,122,37,87,0.425,8,25,0.32,15,17,0.882,6,25,19,8,4,9,23,NA,48,88,0.545,4,16,0.25,22,30,0.733,18,54,26,7,8,16,17,PHI
1980,72,72,2017/3/24,@,CHI,W,117,107,46,83,0.554,8,25,0.32,17,23,0.739,11,46,23,10,4,18,22,NA,37,91,0.407,10,24,0.417,23,31,0.742,15,39,22,9,5,14,15,PHI
1981,73,73,2017/3/26,@,IND,L,94,107,35,88,0.398,14,41,0.341,10,14,0.714,8,48,19,7,5,14,23,NA,38,89,0.427,7,17,0.412,24,29,0.828,12,51,16,9,4,9,13,PHI
1982,74,74,2017/3/28,@,BRK,W,106,101,39,91,0.429,10,33,0.303,18,21,0.857,12,53,21,7,9,16,23,NA,38,94,0.404,9,32,0.281,16,24,0.667,13,50,22,11,5,13,19,PHI
1983,75,75,2017/3/29,,ATL,L,92,99,36,87,0.414,11,39,0.282,9,11,0.818,13,40,30,7,3,14,19,NA,34,80,0.425,9,18,0.5,22,26,0.846,15,47,19,7,3,17,15,PHI
1984,76,76,2017/3/31,@,CLE,L,105,122,40,82,0.488,11,33,0.333,14,19,0.737,7,42,26,7,2,17,21,NA,50,95,0.526,13,29,0.448,9,16,0.563,13,49,30,8,4,8,16,PHI
1985,77,77,2017/4/2,@,TOR,L,105,113,36,80,0.45,11,36,0.306,22,25,0.88,13,37,25,8,5,19,20,NA,46,85,0.541,6,19,0.316,15,19,0.789,10,37,25,12,9,15,19,PHI
1986,78,78,2017/4/4,,BRK,L,118,141,43,97,0.443,12,38,0.316,20,27,0.741,14,36,32,7,4,11,22,NA,48,75,0.64,16,31,0.516,29,33,0.879,1,36,36,9,5,17,18,PHI
1987,79,79,2017/4/6,,CHI,L,90,102,33,91,0.363,7,33,0.212,17,22,0.773,10,50,19,10,3,13,19,NA,39,91,0.429,8,25,0.32,16,17,0.941,10,57,27,7,6,16,19,PHI
1988,80,80,2017/4/8,,MIL,L,82,90,27,77,0.351,8,31,0.258,20,23,0.87,10,47,23,9,1,17,16,NA,35,79,0.443,6,27,0.222,14,20,0.7,6,43,18,10,4,15,21,PHI
1989,81,81,2017/4/10,,IND,L,111,120,35,75,0.467,13,33,0.394,28,31,0.903,10,33,20,10,1,18,19,NA,49,85,0.576,5,16,0.313,17,21,0.81,14,44,30,9,5,14,23,PHI
1990,82,82,2017/4/12,@,NYK,L,113,114,46,93,0.495,7,23,0.304,14,20,0.7,16,38,21,10,4,12,25,NA,41,83,0.494,9,22,0.409,23,32,0.719,17,43,17,5,7,19,18,PHI
1991,1,1,2016/10/26,,SAC,L,94,113,36,77,0.468,4,16,0.25,18,27,0.667,10,41,20,6,3,18,29,NA,44,86,0.512,6,21,0.286,19,26,0.731,10,41,24,5,5,13,20,PHO
1992,2,2,2016/10/28,@,OKC,L,110,113,42,94,0.447,5,28,0.179,21,32,0.656,7,44,15,11,3,15,29,NA,40,96,0.417,5,21,0.238,28,38,0.737,14,57,13,11,3,22,24,PHO
1993,3,3,2016/10/30,,GSW,L,100,106,37,90,0.411,8,23,0.348,18,25,0.72,11,50,19,10,6,11,26,NA,35,83,0.422,8,29,0.276,28,33,0.848,7,43,27,6,5,15,23,PHO
1994,4,4,2016/10/31,@,LAC,L,98,116,35,84,0.417,5,15,0.333,23,31,0.742,10,44,19,11,0,20,33,NA,40,80,0.5,6,16,0.375,30,38,0.789,5,44,21,8,4,16,23,PHO
1995,5,5,2016/11/2,,POR,W,118,115,44,103,0.427,5,16,0.313,25,30,0.833,14,59,15,10,5,12,20,NA,42,101,0.416,12,33,0.364,19,21,0.905,10,53,25,8,8,14,23,PHO
1996,6,6,2016/11/4,@,NOP,W,112,111,40,93,0.43,8,24,0.333,24,28,0.857,12,59,18,7,2,15,27,NA,43,94,0.457,10,30,0.333,15,28,0.536,6,43,28,7,13,8,21,PHO
1997,7,7,2016/11/6,@,LAL,L,108,119,40,91,0.44,6,20,0.3,22,28,0.786,11,40,20,8,2,17,30,NA,41,90,0.456,10,23,0.435,27,35,0.771,15,53,22,8,5,19,22,PHO
1998,8,8,2016/11/8,@,POR,L,121,124,43,86,0.5,7,21,0.333,28,33,0.848,15,41,18,10,2,16,27,NA,45,81,0.556,14,31,0.452,20,28,0.714,7,35,22,5,4,20,27,PHO
1999,9,9,2016/11/9,,DET,W,107,100,38,84,0.452,8,22,0.364,23,30,0.767,10,49,20,7,6,17,20,NA,32,89,0.36,9,22,0.409,27,32,0.844,9,41,20,11,5,11,24,PHO
2000,10,10,2016/11/12,,BRK,L,104,122,40,107,0.374,8,33,0.242,16,21,0.762,17,55,23,9,3,12,20,NA,40,84,0.476,16,37,0.432,26,30,0.867,6,55,22,6,10,17,19,PHO
2001,11,11,2016/11/13,@,GSW,L,120,133,46,90,0.511,8,24,0.333,20,26,0.769,8,38,27,10,3,13,29,NA,45,87,0.517,16,33,0.485,27,31,0.871,8,43,32,8,7,16,20,PHO
2002,12,12,2016/11/16,@,DEN,L,104,120,39,79,0.494,8,20,0.4,18,29,0.621,7,35,14,8,4,16,29,NA,45,93,0.484,8,17,0.471,22,24,0.917,14,49,23,8,4,14,24,PHO
2003,13,13,2016/11/18,@,IND,W,116,96,46,97,0.474,9,26,0.346,15,18,0.833,18,46,21,14,7,11,28,NA,36,76,0.474,1,7,0.143,23,29,0.793,10,35,18,5,8,18,19,PHO
2004,14,14,2016/11/19,@,PHI,L,105,120,39,92,0.424,6,21,0.286,21,34,0.618,12,44,18,11,7,15,19,NA,45,86,0.523,17,35,0.486,13,20,0.65,6,44,33,11,9,18,23,PHO
2005,15,15,2016/11/21,@,WAS,L,101,106,39,91,0.429,11,27,0.407,12,15,0.8,13,52,22,3,7,21,24,NA,37,91,0.407,10,28,0.357,22,34,0.647,14,45,25,8,4,11,19,PHO
2006,16,16,2016/11/23,@,ORL,W,92,87,33,73,0.452,9,22,0.409,17,22,0.773,6,44,15,6,7,17,20,NA,33,91,0.363,7,25,0.28,14,23,0.609,11,44,17,9,8,11,19,PHO
2007,17,17,2016/11/25,,MIN,L,85,98,32,79,0.405,6,26,0.231,15,21,0.714,12,48,17,11,6,25,26,NA,34,85,0.4,7,22,0.318,23,25,0.92,11,39,16,15,8,17,27,PHO
2008,18,18,2016/11/27,,DEN,L,114,120,36,89,0.404,11,25,0.44,31,36,0.861,9,46,11,5,7,11,24,NA,39,89,0.438,13,29,0.448,29,32,0.906,10,49,21,5,1,12,25,PHO
2009,19,19,2016/11/30,,ATL,W,109,107,40,89,0.449,10,21,0.476,19,25,0.76,13,41,15,11,4,15,17,NA,45,89,0.506,9,25,0.36,8,10,0.8,7,40,20,9,6,20,22,PHO
2010,20,20,2016/12/3,@,GSW,L,109,138,41,91,0.451,11,32,0.344,16,21,0.762,14,36,24,8,2,14,29,NA,49,78,0.628,14,21,0.667,26,34,0.765,6,38,37,9,5,17,19,PHO
2011,21,21,2016/12/6,@,UTA,L,105,112,39,84,0.464,6,18,0.333,21,25,0.84,12,41,14,5,0,17,28,NA,36,73,0.493,12,27,0.444,28,32,0.875,6,35,23,7,7,15,23,PHO
2012,22,22,2016/12/7,,IND,L,94,109,34,85,0.4,9,33,0.273,17,18,0.944,9,40,17,14,4,19,31,NA,35,78,0.449,7,23,0.304,32,41,0.78,12,49,16,11,3,18,16,PHO
2013,23,23,2016/12/9,@,LAL,W,119,115,45,95,0.474,13,30,0.433,16,21,0.762,9,44,26,8,8,7,24,NA,40,87,0.46,9,26,0.346,26,34,0.765,10,49,18,4,2,15,21,PHO
2014,24,24,2016/12/11,,NOP,L,119,120,44,96,0.458,14,41,0.341,17,26,0.654,14,57,21,6,3,16,27,NA,38,97,0.392,16,40,0.4,28,35,0.8,14,49,24,12,4,11,27,PHO
2015,25,25,2016/12/13,,NYK,W,113,111,38,93,0.409,9,30,0.3,28,33,0.848,16,61,13,9,7,17,28,NA,38,97,0.392,7,20,0.35,28,38,0.737,11,43,23,10,4,13,27,PHO
2016,26,26,2016/12/15,,SAS,L,92,107,34,85,0.4,10,27,0.37,14,18,0.778,11,35,15,9,3,13,25,NA,39,74,0.527,5,16,0.313,24,26,0.923,9,50,19,6,2,20,20,PHO
2017,27,27,2016/12/17,@,OKC,L,101,114,39,90,0.433,8,22,0.364,15,20,0.75,16,43,16,5,5,16,23,NA,41,81,0.506,7,16,0.438,25,34,0.735,10,42,28,12,4,13,21,PHO
2018,28,28,2016/12/19,@,MIN,L,108,115,37,82,0.451,9,21,0.429,25,35,0.714,8,34,16,11,5,17,23,NA,42,86,0.488,7,19,0.368,24,25,0.96,11,41,26,8,7,19,25,PHO
